"Date Printed: Thursday, February 9, 2023 9:16:07 AM"
Title: "HIV diagnoses | 2019 | Alabama | Alaska | Arizona | Arkansas | California | Colorado | Connecticut | Delaware | District of Columbia | Florida | Georgia | Hawaii | Idaho | Illinois | Indiana | Iowa | Kansas | Kentucky | Louisiana | Maine | Maryland | Massachusetts | Michigan | Minnesota | Mississippi | Missouri | Montana | Nebraska | Nevada | New Hampshire | New Jersey | New Mexico | New York | North Carolina | North Dakota | Ohio | Oklahoma | Oregon | Pennsylvania | Rhode Island | South Carolina | South Dakota | Tennessee | Texas | Utah | Vermont | Virginia | Washington | West Virginia | Wisconsin | Wyoming | All races/ethnicities | Both sexes | 13-24 | 25-34 | 35-44 | 45-54 | 55+ | All transmission categories"
Footnote(s): Data for years 2021 and 2022 are preliminary (subject to a 12-month reporting delay). Data for the year 2020 should be interpreted with caution due to the impact of the COVID-19 pandemic on access to HIV testing, care-related services, and case surveillance activities in state/local jurisdictions. Inclusion of 2020 through 2022 data in trend assessments is discouraged. Data by transmission category presented based on sex assigned at birth and are adjusted for missing transmission category. See Technical notes for more details on data availability and stratifications.
The 'Sex' column is used for either sex at birth or gender identity.
NA - Not applicable.



Indicator,Year,Geography,FIPS,Age Group,Race/Ethnicity,Sex,Transmission Category,Cases,Rate per 100000,Population
"HIV diagnoses","2019","Alabama","01","55+","All races/ethnicities","Both sexes","All transmission categories","58","3.8","1,509,328"
"HIV diagnoses","2019","Alabama","01","45-54","All races/ethnicities","Both sexes","All transmission categories","75","12.2","616,852"
"HIV diagnoses","2019","Alabama","01","35-44","All races/ethnicities","Both sexes","All transmission categories","118","19.9","593,775"
"HIV diagnoses","2019","Alabama","01","25-34","All races/ethnicities","Both sexes","All transmission categories","219","33.8","648,519"
"HIV diagnoses","2019","Alabama","01","13-24","All races/ethnicities","Both sexes","All transmission categories","165","21.7","760,037"
"HIV diagnoses","2019","Alaska","02","55+","All races/ethnicities","Both sexes","All transmission categories","3","1.6","185,077"
"HIV diagnoses","2019","Alaska","02","45-54","All races/ethnicities","Both sexes","All transmission categories","1","1.2","85,322"
"HIV diagnoses","2019","Alaska","02","35-44","All races/ethnicities","Both sexes","All transmission categories","4","4.2","96,180"
"HIV diagnoses","2019","Alaska","02","25-34","All races/ethnicities","Both sexes","All transmission categories","13","11.0","118,187"
"HIV diagnoses","2019","Alaska","02","13-24","All races/ethnicities","Both sexes","All transmission categories","6","5.2","115,795"
"HIV diagnoses","2019","Arizona","04","55+","All races/ethnicities","Both sexes","All transmission categories","70","3.2","2,196,110"
"HIV diagnoses","2019","Arizona","04","45-54","All races/ethnicities","Both sexes","All transmission categories","95","11.2","851,650"
"HIV diagnoses","2019","Arizona","04","35-44","All races/ethnicities","Both sexes","All transmission categories","148","16.5","896,485"
"HIV diagnoses","2019","Arizona","04","25-34","All races/ethnicities","Both sexes","All transmission categories","269","26.6","1,009,721"
"HIV diagnoses","2019","Arizona","04","13-24","All races/ethnicities","Both sexes","All transmission categories","165","14.1","1,167,894"
"HIV diagnoses","2019","Arkansas","05","55+","All races/ethnicities","Both sexes","All transmission categories","28","3.1","909,971"
"HIV diagnoses","2019","Arkansas","05","45-54","All races/ethnicities","Both sexes","All transmission categories","41","11.3","362,004"
"HIV diagnoses","2019","Arkansas","05","35-44","All races/ethnicities","Both sexes","All transmission categories","52","14.0","370,581"
"HIV diagnoses","2019","Arkansas","05","25-34","All races/ethnicities","Both sexes","All transmission categories","94","23.6","398,164"
"HIV diagnoses","2019","Arkansas","05","13-24","All races/ethnicities","Both sexes","All transmission categories","74","15.5","477,896"
"HIV diagnoses","2019","California","06","55+","All races/ethnicities","Both sexes","All transmission categories","432","4.1","10,596,416"
"HIV diagnoses","2019","California","06","45-54","All races/ethnicities","Both sexes","All transmission categories","612","12.3","4,968,577"
"HIV diagnoses","2019","California","06","35-44","All races/ethnicities","Both sexes","All transmission categories","976","18.5","5,273,776"
"HIV diagnoses","2019","California","06","25-34","All races/ethnicities","Both sexes","All transmission categories","1,633","27.0","6,047,538"
"HIV diagnoses","2019","California","06","13-24","All races/ethnicities","Both sexes","All transmission categories","801","13.0","6,184,585"
"HIV diagnoses","2019","Colorado","08","55+","All races/ethnicities","Both sexes","All transmission categories","40","2.6","1,556,240"
"HIV diagnoses","2019","Colorado","08","45-54","All races/ethnicities","Both sexes","All transmission categories","65","9.2","705,684"
"HIV diagnoses","2019","Colorado","08","35-44","All races/ethnicities","Both sexes","All transmission categories","98","12.3","798,970"
"HIV diagnoses","2019","Colorado","08","25-34","All races/ethnicities","Both sexes","All transmission categories","182","19.9","913,496"
"HIV diagnoses","2019","Colorado","08","13-24","All races/ethnicities","Both sexes","All transmission categories","80","9.0","890,609"
"HIV diagnoses","2019","Connecticut","09","55+","All races/ethnicities","Both sexes","All transmission categories","33","2.9","1,144,574"
"HIV diagnoses","2019","Connecticut","09","45-54","All races/ethnicities","Both sexes","All transmission categories","39","8.2","476,519"
"HIV diagnoses","2019","Connecticut","09","35-44","All races/ethnicities","Both sexes","All transmission categories","23","5.4","427,412"
"HIV diagnoses","2019","Connecticut","09","25-34","All races/ethnicities","Both sexes","All transmission categories","73","16.3","448,074"
"HIV diagnoses","2019","Connecticut","09","13-24","All races/ethnicities","Both sexes","All transmission categories","44","7.8","566,716"
"HIV diagnoses","2019","Delaware","10","55+","All races/ethnicities","Both sexes","All transmission categories","11","3.4","327,423"
"HIV diagnoses","2019","Delaware","10","45-54","All races/ethnicities","Both sexes","All transmission categories","14","11.8","118,993"
"HIV diagnoses","2019","Delaware","10","35-44","All races/ethnicities","Both sexes","All transmission categories","18","15.9","113,370"
"HIV diagnoses","2019","Delaware","10","25-34","All races/ethnicities","Both sexes","All transmission categories","32","24.7","129,742"
"HIV diagnoses","2019","Delaware","10","13-24","All races/ethnicities","Both sexes","All transmission categories","19","13.5","141,061"
"HIV diagnoses","2019","District of Columbia","11","55+","All races/ethnicities","Both sexes","All transmission categories","38","24.0","158,376"
"HIV diagnoses","2019","District of Columbia","11","45-54","All races/ethnicities","Both sexes","All transmission categories","33","44.1","74,752"
"HIV diagnoses","2019","District of Columbia","11","35-44","All races/ethnicities","Both sexes","All transmission categories","47","43.0","109,271"
"HIV diagnoses","2019","District of Columbia","11","25-34","All races/ethnicities","Both sexes","All transmission categories","88","53.2","165,275"
"HIV diagnoses","2019","District of Columbia","11","13-24","All races/ethnicities","Both sexes","All transmission categories","44","44.5","98,810"
"HIV diagnoses","2019","Florida","12","55+","All races/ethnicities","Both sexes","All transmission categories","614","8.3","7,391,615"
"HIV diagnoses","2019","Florida","12","45-54","All races/ethnicities","Both sexes","All transmission categories","736","27.2","2,710,819"
"HIV diagnoses","2019","Florida","12","35-44","All races/ethnicities","Both sexes","All transmission categories","886","34.1","2,602,001"
"HIV diagnoses","2019","Florida","12","25-34","All races/ethnicities","Both sexes","All transmission categories","1,383","49.2","2,809,136"
"HIV diagnoses","2019","Florida","12","13-24","All races/ethnicities","Both sexes","All transmission categories","742","25.2","2,949,461"
"HIV diagnoses","2019","Georgia","13","55+","All races/ethnicities","Both sexes","All transmission categories","207","7.3","2,826,916"
"HIV diagnoses","2019","Georgia","13","45-54","All races/ethnicities","Both sexes","All transmission categories","261","18.6","1,400,031"
"HIV diagnoses","2019","Georgia","13","35-44","All races/ethnicities","Both sexes","All transmission categories","418","30.2","1,382,414"
"HIV diagnoses","2019","Georgia","13","25-34","All races/ethnicities","Both sexes","All transmission categories","892","59.6","1,495,499"
"HIV diagnoses","2019","Georgia","13","13-24","All races/ethnicities","Both sexes","All transmission categories","629","36.0","1,745,957"
"HIV diagnoses","2019","Hawaii","15","55+","All races/ethnicities","Both sexes","All transmission categories","7","1.6","448,286"
"HIV diagnoses","2019","Hawaii","15","45-54","All races/ethnicities","Both sexes","All transmission categories","11","6.6","167,649"
