"Date Printed: Wednesday, February 8, 2023 9:35:54 PM"
Title: "HIV diagnoses | 2008 | 2009 | 2010 | 2011 | 2012 | 2013 | 2014 | 2015 | 2016 | 2017 | 2018 | 2019 | 2020 (COVID-19 Pandemic) | 2021 | 2022 | United States | American Indian/Alaska Native | Asian | Black/African American | Hispanic/Latino | Multiracial | Native Hawaiian/Other Pacific Islander | White | Both sexes | Ages 13 years and older | All transmission categories"
Footnote(s): Data for years 2021 and 2022 are preliminary (subject to a 12-month reporting delay). Data for the year 2020 should be interpreted with caution due to the impact of the COVID-19 pandemic on access to HIV testing, care-related services, and case surveillance activities in state/local jurisdictions. Inclusion of 2020 through 2022 data in trend assessments is discouraged. Data by transmission category presented based on sex assigned at birth and are adjusted for missing transmission category. See Technical notes for more details on data availability and stratifications.
The 'Sex' column is used for either sex at birth or gender identity.
NA - Not applicable.



Indicator,Year,Geography,FIPS,Age Group,Race/Ethnicity,Sex,Transmission Category,Cases,Rate per 100000,Population
"HIV diagnoses","2022","United States","NA","Ages 13 years and older","Multiracial","Both sexes","All transmission categories","385","Data not available","NA"
"HIV diagnoses","2022","United States","NA","Ages 13 years and older","White","Both sexes","All transmission categories","5,988","Data not available","NA"
"HIV diagnoses","2022","United States","NA","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Both sexes","All transmission categories","54","Data not available","NA"
"HIV diagnoses","2022","United States","NA","Ages 13 years and older","Hispanic/Latino","Both sexes","All transmission categories","7,343","Data not available","NA"
"HIV diagnoses","2022","United States","NA","Ages 13 years and older","Black/African American","Both sexes","All transmission categories","9,554","Data not available","NA"
"HIV diagnoses","2022","United States","NA","Ages 13 years and older","Asian","Both sexes","All transmission categories","533","Data not available","NA"
"HIV diagnoses","2022","United States","NA","Ages 13 years and older","American Indian/Alaska Native","Both sexes","All transmission categories","129","Data not available","NA"
"HIV diagnoses","2021","United States","NA","Ages 13 years and older","Multiracial","Both sexes","All transmission categories","925","Data not available","NA"
"HIV diagnoses","2021","United States","NA","Ages 13 years and older","White","Both sexes","All transmission categories","8,988","Data not available","NA"
"HIV diagnoses","2021","United States","NA","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Both sexes","All transmission categories","76","Data not available","NA"
"HIV diagnoses","2021","United States","NA","Ages 13 years and older","Hispanic/Latino","Both sexes","All transmission categories","10,307","Data not available","NA"
"HIV diagnoses","2021","United States","NA","Ages 13 years and older","Black/African American","Both sexes","All transmission categories","14,424","Data not available","NA"
"HIV diagnoses","2021","United States","NA","Ages 13 years and older","Asian","Both sexes","All transmission categories","736","Data not available","NA"
"HIV diagnoses","2021","United States","NA","Ages 13 years and older","American Indian/Alaska Native","Both sexes","All transmission categories","224","Data not available","NA"
"HIV diagnoses","2020 (COVID-19 Pandemic)","United States","NA","Ages 13 years and older","Multiracial","Both sexes","All transmission categories","792","15.8","5,025,350"
"HIV diagnoses","2020 (COVID-19 Pandemic)","United States","NA","Ages 13 years and older","White","Both sexes","All transmission categories","7,831","4.6","171,354,870"
"HIV diagnoses","2020 (COVID-19 Pandemic)","United States","NA","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Both sexes","All transmission categories","65","13.0","500,248"
"HIV diagnoses","2020 (COVID-19 Pandemic)","United States","NA","Ages 13 years and older","Hispanic/Latino","Both sexes","All transmission categories","7,999","16.7","47,931,529"
"HIV diagnoses","2020 (COVID-19 Pandemic)","United States","NA","Ages 13 years and older","Black/African American","Both sexes","All transmission categories","12,824","37.4","34,261,932"
"HIV diagnoses","2020 (COVID-19 Pandemic)","United States","NA","Ages 13 years and older","Asian","Both sexes","All transmission categories","635","3.8","16,508,736"
"HIV diagnoses","2020 (COVID-19 Pandemic)","United States","NA","Ages 13 years and older","American Indian/Alaska Native","Both sexes","All transmission categories","200","9.9","2,014,311"
"HIV diagnoses","2019","United States","NA","Ages 13 years and older","Multiracial","Both sexes","All transmission categories","1,102","22.7","4,863,049"
"HIV diagnoses","2019","United States","NA","Ages 13 years and older","White","Both sexes","All transmission categories","9,063","5.3","171,541,840"
"HIV diagnoses","2019","United States","NA","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Both sexes","All transmission categories","66","13.4","491,319"
"HIV diagnoses","2019","United States","NA","Ages 13 years and older","Hispanic/Latino","Both sexes","All transmission categories","9,889","21.1","46,954,313"
"HIV diagnoses","2019","United States","NA","Ages 13 years and older","Black/African American","Both sexes","All transmission categories","15,471","45.5","33,981,764"
"HIV diagnoses","2019","United States","NA","Ages 13 years and older","Asian","Both sexes","All transmission categories","733","4.5","16,234,313"
"HIV diagnoses","2019","United States","NA","Ages 13 years and older","American Indian/Alaska Native","Both sexes","All transmission categories","204","10.2","1,996,615"
"HIV diagnoses","2018","United States","NA","Ages 13 years and older","Multiracial","Both sexes","All transmission categories","1,207","25.7","4,704,557"
"HIV diagnoses","2018","United States","NA","Ages 13 years and older","White","Both sexes","All transmission categories","9,433","5.5","171,543,934"
"HIV diagnoses","2018","United States","NA","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Both sexes","All transmission categories","61","12.7","481,699"
"HIV diagnoses","2018","United States","NA","Ages 13 years and older","Hispanic/Latino","Both sexes","All transmission categories","9,945","21.6","45,993,315"
"HIV diagnoses","2018","United States","NA","Ages 13 years and older","Black/African American","Both sexes","All transmission categories","15,736","46.7","33,668,047"
"HIV diagnoses","2018","United States","NA","Ages 13 years and older","Asian","Both sexes","All transmission categories","862","5.4","15,915,516"
"HIV diagnoses","2018","United States","NA","Ages 13 years and older","American Indian/Alaska Native","Both sexes","All transmission categories","173","8.7","1,977,532"
"HIV diagnoses","2017","United States","NA","Ages 13 years and older","Multiracial","Both sexes","All transmission categories","1,367","30.0","4,551,142"
"HIV diagnoses","2017","United States","NA","Ages 13 years and older","White","Both sexes","All transmission categories","9,628","5.6","171,531,100"
"HIV diagnoses","2017","United States","NA","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Both sexes","All transmission categories","50","10.6","471,540"
"HIV diagnoses","2017","United States","NA","Ages 13 years and older","Hispanic/Latino","Both sexes","All transmission categories","9,925","22.1","44,956,599"
"HIV diagnoses","2017","United States","NA","Ages 13 years and older","Black/African American","Both sexes","All transmission categories","16,223","48.6","33,357,534"
"HIV diagnoses","2017","United States","NA","Ages 13 years and older","Asian","Both sexes","All transmission categories","923","5.9","15,569,399"
"HIV diagnoses","2017","United States","NA","Ages 13 years and older","American Indian/Alaska Native","Both sexes","All transmission categories","200","10.2","1,958,404"
"HIV diagnoses","2016","United States","NA","Ages 13 years and older","Multiracial","Both sexes","All transmission categories","1,574","35.8","4,398,328"
"HIV diagnoses","2016","United States","NA","Ages 13 years and older","White","Both sexes","All transmission categories","9,865","5.8","171,402,210"
