"Date Printed: Wednesday, February 8, 2023 9:28:16 PM"
Title: "HIV diagnoses | 2008 | 2009 | 2010 | 2011 | 2012 | 2013 | 2014 | 2015 | 2016 | 2017 | 2018 | 2019 | 2020 (COVID-19 Pandemic) | 2021 | 2022 | Alabama | Alaska | American Samoa | Arizona | Arkansas | California | Colorado | Connecticut | Delaware | District of Columbia | Florida | Georgia | Guam | Hawaii | Idaho | Illinois | Indiana | Iowa | Kansas | Kentucky | Louisiana | Maine | Maryland | Massachusetts | Michigan | Minnesota | Mississippi | Missouri | Montana | Nebraska | Nevada | New Hampshire | New Jersey | New Mexico | New York | North Carolina | North Dakota | Northern Mariana Islands | Ohio | Oklahoma | Oregon | Pennsylvania | Puerto Rico | Rhode Island | South Carolina | South Dakota | Tennessee | Texas | U.S. Virgin Islands | Utah | Vermont | Virginia | Washington | West Virginia | Wisconsin | Wyoming | All races/ethnicities | Both sexes | Ages 13 years and older | All transmission categories"
Footnote(s): Data for years 2021 and 2022 are preliminary (subject to a 12-month reporting delay). Data for the year 2020 should be interpreted with caution due to the impact of the COVID-19 pandemic on access to HIV testing, care-related services, and case surveillance activities in state/local jurisdictions. Inclusion of 2020 through 2022 data in trend assessments is discouraged. Data by transmission category presented based on sex assigned at birth and are adjusted for missing transmission category. See Technical notes for more details on data availability and stratifications.
The 'Sex' column is used for either sex at birth or gender identity.
NA - Not applicable.



Indicator,Year,Geography,FIPS,Age Group,Race/Ethnicity,Sex,Transmission Category,Cases,Rate per 100000,Population
"HIV diagnoses","2022","Alabama","01","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","248","Data not available","NA"
"HIV diagnoses","2021","Alabama","01","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","507","Data not available","NA"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Alabama","01","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","585","14.1","4,145,188"
"HIV diagnoses","2019","Alabama","01","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","635","15.4","4,128,511"
"HIV diagnoses","2018","Alabama","01","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","604","14.7","4,110,461"
"HIV diagnoses","2017","Alabama","01","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","647","15.8","4,096,426"
"HIV diagnoses","2016","Alabama","01","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","653","16.0","4,084,113"
"HIV diagnoses","2015","Alabama","01","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","665","16.3","4,071,935"
"HIV diagnoses","2014","Alabama","01","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","660","16.3","4,060,083"
"HIV diagnoses","2013","Alabama","01","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","627","15.5","4,042,695"
"HIV diagnoses","2012","Alabama","01","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","662","16.5","4,020,179"
"HIV diagnoses","2011","Alabama","01","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","672","16.8","3,998,191"
"HIV diagnoses","2010","Alabama","01","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","685","17.2","3,980,691"
"HIV diagnoses","2009","Alabama","01","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","686","17.6","3,898,688"
"HIV diagnoses","2008","Alabama","01","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","701","18.1","3,870,996"
"HIV diagnoses","2022","Alaska","02","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","16","Data not available","NA"
"HIV diagnoses","2021","Alaska","02","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","30","Data not available","NA"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Alaska","02","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","29","4.8","599,919"
"HIV diagnoses","2019","Alaska","02","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","27","4.5","600,561"
"HIV diagnoses","2018","Alaska","02","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","23","3.8","601,566"
"HIV diagnoses","2017","Alaska","02","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","30","5.0","604,084"
"HIV diagnoses","2016","Alaska","02","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","37","6.1","604,820"
"HIV diagnoses","2015","Alaska","02","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","25","4.2","601,517"
"HIV diagnoses","2014","Alaska","02","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","37","6.2","600,001"
"HIV diagnoses","2013","Alaska","02","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","23","3.8","599,774"
"HIV diagnoses","2012","Alaska","02","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","28","4.7","593,060"
"HIV diagnoses","2011","Alaska","02","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","23","3.9","584,807"
"HIV diagnoses","2010","Alaska","02","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","36","6.2","577,805"
"HIV diagnoses","2009","Alaska","02","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","21","3.7","565,800"
"HIV diagnoses","2008","Alaska","02","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","39","7.0","559,346"
"HIV diagnoses","2022","Arizona","04","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","608","Data not available","NA"
"HIV diagnoses","2021","Arizona","04","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","785","Data not available","NA"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Arizona","04","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","662","10.6","6,254,434"
"HIV diagnoses","2019","Arizona","04","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","747","12.2","6,121,860"
"HIV diagnoses","2018","Arizona","04","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","752","12.5","5,992,915"
"HIV diagnoses","2017","Arizona","04","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","720","12.3","5,874,541"
"HIV diagnoses","2016","Arizona","04","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","714","12.4","5,770,176"
"HIV diagnoses","2015","Arizona","04","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","690","12.2","5,662,609"
"HIV diagnoses","2014","Arizona","04","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","736","13.2","5,565,668"
"HIV diagnoses","2013","Arizona","04","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","681","12.5","5,468,331"
"HIV diagnoses","2012","Arizona","04","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","618","11.5","5,387,734"
"HIV diagnoses","2011","Arizona","04","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","564","10.6","5,304,335"
"HIV diagnoses","2010","Arizona","04","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","615","11.8","5,229,397"
"HIV diagnoses","2009","Arizona","04","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","639","12.0","5,316,387"
"HIV diagnoses","2008","Arizona","04","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","681","13.0","5,235,123"
"HIV diagnoses","2022","Arkansas","05","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","238","Data not available","NA"
"HIV diagnoses","2021","Arkansas","05","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","341","Data not available","NA"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Arkansas","05","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","242","9.6","2,532,057"
"HIV diagnoses","2019","Arkansas","05","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","289","11.5","2,518,616"
"HIV diagnoses","2018","Arkansas","05","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","286","11.4","2,506,992"
"HIV diagnoses","2017","Arkansas","05","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","287","11.5","2,496,702"
"HIV diagnoses","2016","Arkansas","05","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","314","12.6","2,484,157"
"HIV diagnoses","2015","Arkansas","05","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","271","11.0","2,471,839"
"HIV diagnoses","2014","Arkansas","05","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","309","12.6","2,460,710"
"HIV diagnoses","2013","Arkansas","05","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","261","10.7","2,450,279"
"HIV diagnoses","2012","Arkansas","05","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","248","10.2","2,439,317"
"HIV diagnoses","2011","Arkansas","05","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","237","9.8","2,427,114"
"HIV diagnoses","2010","Arkansas","05","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","230","9.6","2,407,981"
"HIV diagnoses","2009","Arkansas","05","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","275","11.6","2,374,089"
"HIV diagnoses","2008","Arkansas","05","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","232","9.8","2,357,363"
"HIV diagnoses","2022","California","06","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","2,408","Data not available","NA"
"HIV diagnoses","2021","California","06","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","4,246","Data not available","NA"
"HIV diagnoses","2020 (COVID-19 Pandemic)","California","06","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","3,924","11.9","33,099,665"
"HIV diagnoses","2019","California","06","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","4,454","13.5","33,070,892"
"HIV diagnoses","2018","California","06","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","4,749","14.4","32,985,129"
"HIV diagnoses","2017","California","06","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","4,839","14.7","32,823,118"
"HIV diagnoses","2016","California","06","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","5,092","15.6","32,601,590"
"HIV diagnoses","2015","California","06","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","5,041","15.6","32,338,787"
"HIV diagnoses","2014","California","06","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","5,112","16.0","32,028,983"
"HIV diagnoses","2013","California","06","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","4,677","14.8","31,693,840"
"HIV diagnoses","2012","California","06","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","5,031","16.0","31,375,726"
"HIV diagnoses","2011","California","06","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","5,022","16.2","31,062,135"
"HIV diagnoses","2010","California","06","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","5,260","17.1","30,752,337"
"HIV diagnoses","2009","California","06","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","5,408","17.9","30,167,113"
"HIV diagnoses","2008","California","06","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","5,708","19.1","29,836,645"
"HIV diagnoses","2022","Colorado","08","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","296","Data not available","NA"
"HIV diagnoses","2021","Colorado","08","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","408","Data not available","NA"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Colorado","08","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","324","6.6","4,923,293"
"HIV diagnoses","2019","Colorado","08","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","465","9.6","4,864,999"
"HIV diagnoses","2018","Colorado","08","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","403","8.4","4,794,981"
"HIV diagnoses","2017","Colorado","08","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","434","9.2","4,712,379"
"HIV diagnoses","2016","Colorado","08","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","421","9.1","4,634,286"
"HIV diagnoses","2015","Colorado","08","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","376","8.3","4,544,680"
"HIV diagnoses","2014","Colorado","08","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","378","8.5","4,448,358"
"HIV diagnoses","2013","Colorado","08","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","307","7.0","4,367,891"
"HIV diagnoses","2012","Colorado","08","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","369","8.6","4,290,603"
"HIV diagnoses","2011","Colorado","08","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","361","8.6","4,220,791"
"HIV diagnoses","2010","Colorado","08","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","423","10.2","4,151,588"
"HIV diagnoses","2009","Colorado","08","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","371","9.0","4,120,964"
"HIV diagnoses","2008","Colorado","08","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","445","11.0","4,049,693"
"HIV diagnoses","2022","Connecticut","09","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","121","Data not available","NA"
"HIV diagnoses","2021","Connecticut","09","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","231","Data not available","NA"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Connecticut","09","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","171","5.6","3,060,339"
"HIV diagnoses","2019","Connecticut","09","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","212","6.9","3,063,295"
"HIV diagnoses","2018","Connecticut","09","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","259","8.4","3,066,097"
"HIV diagnoses","2017","Connecticut","09","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","274","8.9","3,061,903"
"HIV diagnoses","2016","Connecticut","09","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","256","8.4","3,061,079"
"HIV diagnoses","2015","Connecticut","09","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","275","9.0","3,062,680"
"HIV diagnoses","2014","Connecticut","09","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","295","9.6","3,062,599"
"HIV diagnoses","2013","Connecticut","09","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","325","10.6","3,054,931"
"HIV diagnoses","2012","Connecticut","09","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","287","9.4","3,044,536"
"HIV diagnoses","2011","Connecticut","09","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","347","11.5","3,030,158"
"HIV diagnoses","2010","Connecticut","09","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","386","12.8","3,013,799"
"HIV diagnoses","2009","Connecticut","09","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","341","11.6","2,951,882"
"HIV diagnoses","2008","Connecticut","09","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","346","11.8","2,932,812"
"HIV diagnoses","2022","Delaware","10","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","83","Data not available","NA"
"HIV diagnoses","2021","Delaware","10","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","80","Data not available","NA"
