"Date Printed: Wednesday, February 8, 2023 8:48:52 PM"
Title: "HIV diagnoses | 2008 | 2009 | 2010 | 2011 | 2012 | 2013 | 2014 | 2015 | 2016 | 2017 | 2018 | 2019 | 2020 (COVID-19 Pandemic) | 2021 | 2022 | Alabama | Alaska | American Samoa | Arizona | Arkansas | California | Colorado | Connecticut | Delaware | District of Columbia | Florida | Georgia | Guam | Hawaii | Idaho | Illinois | Indiana | Iowa | Kansas | Kentucky | Louisiana | Maine | Maryland | Massachusetts | Michigan | Minnesota | Mississippi | Missouri | Montana | Nebraska | Nevada | New Hampshire | New Jersey | New Mexico | New York | North Carolina | North Dakota | Northern Mariana Islands | Ohio | Oklahoma | Oregon | Pennsylvania | Puerto Rico | Rhode Island | South Carolina | South Dakota | Tennessee | Texas | U.S. Virgin Islands | Utah | Vermont | Virginia | Washington | West Virginia | Wisconsin | Wyoming | All races/ethnicities | Female | Male | Ages 13 years and older | All transmission categories"
Footnote(s): Data for years 2021 and 2022 are preliminary (subject to a 12-month reporting delay). Data for the year 2020 should be interpreted with caution due to the impact of the COVID-19 pandemic on access to HIV testing, care-related services, and case surveillance activities in state/local jurisdictions. Inclusion of 2020 through 2022 data in trend assessments is discouraged. Data by transmission category presented based on sex assigned at birth and are adjusted for missing transmission category. See Technical notes for more details on data availability and stratifications.
The 'Sex' column is used for either sex at birth or gender identity.
NA - Not applicable.



Indicator,Year,Geography,FIPS,Age Group,Race/Ethnicity,Sex,Transmission Category,Cases,Rate per 100000,Population
"HIV diagnoses","2022","Alabama","01","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","Data not available","Data not available","NA"
"HIV diagnoses","2022","Alabama","01","Ages 13 years and older","All races/ethnicities","Male","All transmission categories","Data not available","Data not available","NA"
"HIV diagnoses","2021","Alabama","01","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","104","Data not available","NA"
"HIV diagnoses","2021","Alabama","01","Ages 13 years and older","All races/ethnicities","Male","All transmission categories","403","Data not available","NA"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Alabama","01","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","137","6.3","2,163,805"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Alabama","01","Ages 13 years and older","All races/ethnicities","Male","All transmission categories","448","22.6","1,981,383"
"HIV diagnoses","2019","Alabama","01","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","135","6.3","2,153,898"
"HIV diagnoses","2019","Alabama","01","Ages 13 years and older","All races/ethnicities","Male","All transmission categories","500","25.3","1,974,613"
"HIV diagnoses","2018","Alabama","01","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","118","5.5","2,143,059"
"HIV diagnoses","2018","Alabama","01","Ages 13 years and older","All races/ethnicities","Male","All transmission categories","486","24.7","1,967,402"
"HIV diagnoses","2017","Alabama","01","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","136","6.4","2,134,107"
