"Year","Race","State","Deaths","Population","Crude Rate","Age-Adjusted Rate","Years of Potential Life Lost"
"2019","HI Native / Pacific Islander","Indiana","0**","2,573","0.00**","0.00**","--"
"2019","HI Native / Pacific Islander","Iowa","0**","4,160","0.00**","0.00**","--"
"2019","HI Native / Pacific Islander","Kansas","0**","2,877","0.00**","0.00**","--"
"2019","HI Native / Pacific Islander","Kentucky","0**","3,159","0.00**","0.00**","--"
"2019","HI Native / Pacific Islander","Louisiana","0**","1,851","0.00**","0.00**","--"
"2019","HI Native / Pacific Islander","Maine","0**","385","0.00**","0.00**","--"
"2019","HI Native / Pacific Islander","Maryland","0**","2,944","0.00**","0.00**","--"
"2019","HI Native / Pacific Islander","Massachusetts","0**","3,020","0.00**","0.00**","--"
"2019","HI Native / Pacific Islander","Michigan","0**","2,812","0.00**","0.00**","--"
"2019","HI Native / Pacific Islander","Minnesota","0**","3,089","0.00**","0.00**","--"
"2019","HI Native / Pacific Islander","Mississippi","0**","1,059","0.00**","0.00**","--"
"2019","HI Native / Pacific Islander","Missouri","--","8,355","--","--","--"
"2019","HI Native / Pacific Islander","Montana","--","774","--","--","--"
"2019","HI Native / Pacific Islander","Nebraska","0**","1,205","0.00**","0.00**","--"
"2019","HI Native / Pacific Islander","Nevada","--","20,631","--","--","--"
"2019","HI Native / Pacific Islander","New Hampshire","0**","398","0.00**","0.00**","--"
"2019","HI Native / Pacific Islander","New Jersey","0**","3,246","0.00**","0.00**","--"
"2019","HI Native / Pacific Islander","New Mexico","0**","1,373","0.00**","0.00**","--"
"2019","HI Native / Pacific Islander","New York","0**","9,181","0.00**","0.00**","--"
"2019","HI Native / Pacific Islander","North Carolina","0**","7,021","0.00**","0.00**","--"
"2019","HI Native / Pacific Islander","North Dakota","0**","504","0.00**","0.00**","--"
"2019","HI Native / Pacific Islander","Ohio","0**","5,069","0.00**","0.00**","--"
"2019","HI Native / Pacific Islander","Oklahoma","--","7,233","--","--","--"
"2019","HI Native / Pacific Islander","Oregon","0**","17,394","0.00**","0.00**","--"
"2019","HI Native / Pacific Islander","Pennsylvania","--","3,976","--","--","--"
"2019","HI Native / Pacific Islander","Rhode Island","0**","670","0.00**","0.00**","--"
"2019","HI Native / Pacific Islander","South Carolina","0**","2,927","0.00**","0.00**","--"
"2019","HI Native / Pacific Islander","South Dakota","0**","519","0.00**","0.00**","--"
"2019","HI Native / Pacific Islander","Tennessee","0**","3,782","0.00**","0.00**","--"
"2019","HI Native / Pacific Islander","Texas","--","25,578","--","--","--"
"2019","HI Native / Pacific Islander","Utah","--","32,495","--","--","--"
"2019","HI Native / Pacific Islander","Vermont","0**","192","0.00**","0.00**","--"
"2019","HI Native / Pacific Islander","Virginia","0**","6,354","0.00**","0.00**","--"
"2019","HI Native / Pacific Islander","Washington","--","53,474","--","--","--"
"2019","HI Native / Pacific Islander","West Virginia","--","412","--","--","--"
"2019","HI Native / Pacific Islander","Wisconsin","0**","2,297","0.00**","0.00**","--"
"2019","HI Native / Pacific Islander","Wyoming","0**","409","0.00**","0.00**","--"
"2019","More than One Race","Alabama","--","79,743","--","--","--"
"2019","More than One Race","Alaska","10**","51,075","19.58**","19.08**","365"
"2019","More than One Race","Arizona","21","155,146","13.54","14.31","723"
"2019","More than One Race","Arkansas","--","59,870","--","--","--"
"2019","More than One Race","California","66","1,141,817","5.78","6.27","2,124"
"2019","More than One Race","Colorado","--","136,342","--","--","--"
"2019","More than One Race","Connecticut","0**","64,687","0.00**","0.00**","--"
"2019","More than One Race","Delaware","0**","23,934","0.00**","0.00**","--"
"2019","More than One Race","District of Columbia","0**","16,802","0.00**","0.00**","--"
"2019","More than One Race","Florida","25","366,498","6.82","7.01","923"
"2019","More than One Race","Georgia","--","203,566","--","--","--"
"2019","More than One Race","Hawaii","19**","279,501","6.80**","7.88**","495"
"2019","More than One Race","Idaho","--","36,653","--","--","--"
"2019","More than One Race","Illinois","--","213,635","--","--","--"
"2019","More than One Race","Indiana","--","130,324","--","--","--"
"2019","More than One Race","Iowa","--","55,926","--","--","--"
"2019","More than One Race","Kansas","12**","77,626","15.46**","20.51**","366"
"2019","More than One Race","Kentucky","--","84,891","--","--","--"
"2019","More than One Race","Louisiana","--","70,942","--","--","--"
"2019","More than One Race","Maine","--","22,650","--","--","--"
"2019","More than One Race","Maryland","--","153,138","--","--","--"
"2019","More than One Race","Massachusetts","--","130,230","--","--","--"
"2019","More than One Race","Michigan","16**","229,704","6.97**","8.79**","578"
"2019","More than One Race","Minnesota","--","131,971","--","--","--"
"2019","More than One Race","Mississippi","--","35,895","--","--","--"
"2019","More than One Race","Missouri","11**","135,077","8.14**","6.61**","459"
"2019","More than One Race","Montana","--","26,746","--","--","--"
"2019","More than One Race","Nebraska","--","37,817","--","--","--"
"2019","More than One Race","Nevada","11**","111,369","9.88**","14.10**","301"
"2019","More than One Race","New Hampshire","--","21,469","--","--","--"
"2019","More than One Race","New Jersey","--","141,248","--","--","--"
"2019","More than One Race","New Mexico","--","32,498","--","--","--"
"2019","More than One Race","New York","--","356,299","--","--","--"
"2019","More than One Race","North Carolina","--","211,832","--","--","--"
"2019","More than One Race","North Dakota","--","15,893","--","--","--"
"2019","More than One Race","Ohio","11**","257,704","4.27**","5.27**","365"
"2019","More than One Race","Oklahoma","29","225,348","12.87","16.02","851"
"2019","More than One Race","Oregon","--","141,407","--","--","--"
"2019","More than One Race","Pennsylvania","--","223,753","--","--","--"
"2019","More than One Race","Rhode Island","--","22,867","--","--","--"
"2019","More than One Race","South Carolina","--","92,038","--","--","--"
"2019","More than One Race","South Dakota","--","19,570","--","--","--"
"2019","More than One Race","Tennessee","10**","124,282","8.05**","7.23**","427"
"2019","More than One Race","Texas","17**","439,957","3.86**","4.22**","590"
"2019","More than One Race","Utah","--","68,721","--","--","--"
"2019","More than One Race","Vermont","0**","11,512","0.00**","0.00**","--"
"2019","More than One Race","Virginia","10**","236,639","4.23**","4.14**","380"
"2019","More than One Race","Washington","20**","323,909","6.18**","7.75**","565"
"2019","More than One Race","West Virginia","--","31,353","--","--","--"
"2019","More than One Race","Wisconsin","--","103,874","--","--","--"
"2019","More than One Race","Wyoming","--","10,350","--","--","--"
"2018","White","Alabama","630","3,201,260","19.68","18.59","11,953"
"2018","White","Alaska","89","442,901","20.10","19.18","1,852"
"2018","White","Arizona","728","3,902,539","18.66","16.04","10,655"
"2018","White","Arkansas","408","2,175,734","18.75","18.08","8,025"
"2018","White","California","1,441","14,539,147","9.91","8.25","19,345"
"2018","White","Colorado","623","3,868,592","16.10","14.84","12,026"
"2018","White","Connecticut","133","2,376,092","5.60","4.69","1,691"
"2018","White","Delaware","57","598,656","9.52","9.49","1,206"
"2018","White","District of Columbia","--","260,928","--","--","--"
"2018","White","Florida","1,820","11,428,077","15.93","13.72","25,181"
"2018","White","Georgia","947","5,517,733","17.16","15.83","16,824"
"2018","White","Hawaii","19**","308,618","6.16**","4.84**","170"
"2018","White","Idaho","264","1,434,421","18.41","17.79","5,190"
"2018","White","Illinois","562","7,773,734","7.23","6.54","9,559"
"2018","White","Indiana","664","5,276,004","12.59","12.25","13,399"
"2018","White","Iowa","256","2,685,977","9.53","8.97","4,858"
"2018","White","Kansas","309","2,202,100","14.03","13.75","6,458"
"2018","White","Kentucky","632","3,765,567","16.78","16.02","11,877"
"2018","White","Louisiana","484","2,732,774","17.71","16.63","8,946"
"2018","White","Maine","152","1,248,491","12.18","10.39","2,223"
"2018","White","Maryland","268","3,051,457","8.78","7.63","4,060"
"2018","White","Massachusetts","155","4,928,244","3.15","2.63","2,009"
"2018","White","Michigan","801","7,476,400","10.71","9.79","13,825"
"2018","White","Minnesota","352","4,451,321","7.91","7.68","7,293"
"2018","White","Mississippi","348","1,685,042","20.65","19.48","6,305"
"2018","White","Missouri","848","4,859,948","17.45","16.64","16,539"
"2018","White","Montana","165","913,368","18.07","17.41","3,075"
"2018","White","Nebraska","154","1,512,094","10.19","9.20","2,595"
"2018","White","Nevada","339","1,476,925","22.95","20.40","5,200"
"2018","White","New Hampshire","154","1,219,041","12.63","11.75","2,669"
"2018","White","New Jersey","181","4,898,327","3.70","3.36","2,713"
"2018","White","New Mexico","201","774,364","25.96","23.09","3,148"
"2018","White","New York","467","10,858,948","4.30","3.83","7,686"
"2018","White","North Carolina","917","6,535,149","14.03","12.75","15,917"
"2018","White","North Dakota","72","638,458","11.28","11.23","1,627"
"2018","White","Ohio","1,066","9,184,283","11.61","10.83","19,621"
"2018","White","Oklahoma","453","2,568,395","17.64","16.23","7,995"
"2018","White","Oregon","452","3,154,948","14.33","12.88","7,719"
"2018","White","Pennsylvania","1,074","9,738,780","11.03","9.84","17,585"
"2018","White","Rhode Island","28","761,871","3.68","3.41","503"
"2018","White","South Carolina","541","3,243,343","16.68","15.77","10,508"
"2018","White","South Dakota","91","717,286","12.69","12.49","2,144"
"2018","White","Tennessee","766","4,996,168","15.33","14.10","13,756"
"2018","White","Texas","1,959","11,909,791","16.45","15.13","34,953"
"2018","White","Utah","332","2,468,031","13.45","13.98","7,919"
"2018","White","Vermont","78","579,077","13.47","12.87","1,455"
"2018","White","Virginia","670","5,240,475","12.79","11.63","12,044"
"2018","White","Washington","609","5,115,432","11.91","10.76","10,616"
"2018","White","West Virginia","320","1,663,472","19.24","18.06","5,551"
"2018","White","Wisconsin","444","4,700,463","9.45","8.81","8,123"
"2018","White","Wyoming","115","485,685","23.68","23.16","2,389"
"2018","Black","Alabama","405","1,296,845","31.23","30.48","13,430"
"2018","Black","Alaska","--","24,423","--","--","--"
"2018","Black","Arizona","80","315,746","25.34","23.96","2,460"
"2018","Black","Arkansas","151","465,601","32.43","32.03","4,795"
"2018","Black","California","403","2,216,483","18.18","17.45","12,550"
"2018","Black","Colorado","68","229,347","29.65","27.02","2,440"
"2018","Black","Connecticut","38","365,183","10.41","10.03","1,313"
"2018","Black","Delaware","47","211,316","22.24","22.19","1,655"
"2018","Black","District of Columbia","116","317,121","36.58","36.50","4,167"
"2018","Black","Florida","665","3,308,210","20.10","19.47","21,589"
"2018","Black","Georgia","652","3,313,743","19.68","19.06","21,512"
"2018","Black","Hawaii","0**","27,739","0.00**","0.00**","--"
"2018","Black","Idaho","--","12,677","--","--","--"
"2018","Black","Illinois","672","1,794,372","37.45","36.70","23,463"
"2018","Black","Indiana","266","639,237","41.61","39.90","9,371"
"2018","Black","Iowa","15**","120,037","12.50**","11.43**","540"
"2018","Black","Kansas","58","167,376","34.65","33.96","1,972"
"2018","Black","Kentucky","109","363,953","29.95","29.02","3,741"
"2018","Black","Louisiana","480","1,506,460","31.86","31.25","16,151"
"2018","Black","Maine","--","20,862","--","--","--"
"2018","Black","Maryland","402","1,805,077","22.27","21.95","13,084"
"2018","Black","Massachusetts","54","498,675","10.83","9.51","1,884"
"2018","Black","Michigan","438","1,375,779","31.84","31.62","14,245"
"2018","Black","Minnesota","41","371,896","11.03","10.05","1,562"
"2018","Black","Mississippi","315","1,117,677","28.18","27.59","10,486"
"2018","Black","Missouri","407","710,287","57.30","55.91","13,570"
"2018","Black","Montana","--","5,553","--","--","--"
"2018","Black","Nebraska","13**","93,465","13.91**","13.53**","403"
"2018","Black","Nevada","81","277,943","29.14","29.36","2,705"
"2018","Black","New Hampshire","0**","19,238","0.00**","0.00**","--"
"2018","Black","New Jersey","176","1,148,262","15.33","15.12","5,824"
"2018","Black","New Mexico","20**","38,825","51.51**","49.85**","620"
"2018","Black","New York","249","2,819,511","8.83","8.60","8,515"
"2018","Black","North Carolina","410","2,219,950","18.47","18.06","13,603"
"2018","Black","North Dakota","--","24,089","--","--","--"
"2018","Black","Ohio","447","1,474,412","30.32","29.99","14,690"
"2018","Black","Oklahoma","85","290,303","29.28","27.48","2,752"
"2018","Black","Oregon","16**","80,220","19.95**","20.59**","501"
"2018","Black","Pennsylvania","451","1,386,860","32.52","30.69","15,694"
"2018","Black","Rhode Island","--","63,474","--","--","--"
"2018","Black","South Carolina","329","1,354,145","24.30","24.07","10,997"
"2018","Black","South Dakota","--","18,959","--","--","--"
"2018","Black","Tennessee","400","1,134,397","35.26","33.98","13,849"
"2018","Black","Texas","641","3,449,719","18.58","17.60","20,589"
"2018","Black","Utah","--","35,397","--","--","--"
"2018","Black","Vermont","--","7,773","--","--","--"
"2018","Black","Virginia","296","1,625,608","18.21","17.87","9,788"
"2018","Black","Washington","50","293,807","17.02","16.00","1,597"
"2018","Black","West Virginia","19**","62,715","30.30**","26.97**","658"
"2018","Black","Wisconsin","110","371,921","29.58","28.51","3,862"
"2018","Black","Wyoming","--","6,100","--","--","--"
"2018","American Indian / Alaska Native","Alabama","--","26,913","--","--","--"
"2018","American Indian / Alaska Native","Alaska","29","107,799","26.90","24.47","1,038"
"2018","American Indian / Alaska Native","Arizona","42","281,628","14.91","14.82","1,229"
"2018","American Indian / Alaska Native","Arkansas","0**","22,838","0.00**","0.00**","--"
"2018","American Indian / Alaska Native","California","25","163,984","15.25","13.86","636"
"2018","American Indian / Alaska Native","Colorado","--","36,212","--","--","--"
"2018","American Indian / Alaska Native","Connecticut","0**","7,910","0.00**","0.00**","--"
"2018","American Indian / Alaska Native","Delaware","0**","2,994","0.00**","0.00**","--"
"2018","American Indian / Alaska Native","District of Columbia","0**","1,439","0.00**","0.00**","--"
"2018","American Indian / Alaska Native","Florida","--","53,536","--","--","--"
"2018","American Indian / Alaska Native","Georgia","0**","23,812","0.00**","0.00**","--"
"2018","American Indian / Alaska Native","Hawaii","0**","2,945","0.00**","0.00**","--"
"2018","American Indian / Alaska Native","Idaho","--","18,794","--","--","--"
"2018","American Indian / Alaska Native","Illinois","0**","19,529","0.00**","0.00**","--"
"2018","American Indian / Alaska Native","Indiana","0**","15,201","0.00**","0.00**","--"
"2018","American Indian / Alaska Native","Iowa","--","9,337","--","--","--"
"2018","American Indian / Alaska Native","Kansas","--","22,631","--","--","--"
"2018","American Indian / Alaska Native","Kentucky","--","9,090","--","--","--"
"2018","American Indian / Alaska Native","Louisiana","--","29,890","--","--","--"
"2018","American Indian / Alaska Native","Maine","0**","8,631","0.00**","0.00**","--"
"2018","American Indian / Alaska Native","Maryland","--","14,656","--","--","--"
"2018","American Indian / Alaska Native","Massachusetts","--","12,429","--","--","--"
"2018","American Indian / Alaska Native","Michigan","--","56,302","--","--","--"
"2018","American Indian / Alaska Native","Minnesota","13**","59,061","22.01**","24.88**","390"
"2018","American Indian / Alaska Native","Mississippi","0**","14,626","0.00**","0.00**","--"
"2018","American Indian / Alaska Native","Missouri","0**","26,030","0.00**","0.00**","--"
"2018","American Indian / Alaska Native","Montana","13**","64,532","20.15**","21.70**","375"
"2018","American Indian / Alaska Native","Nebraska","--","15,907","--","--","--"
"2018","American Indian / Alaska Native","Nevada","--","25,813","--","--","--"
"2018","American Indian / Alaska Native","New Hampshire","0**","2,856","0.00**","0.00**","--"
"2018","American Indian / Alaska Native","New Jersey","0**","13,551","0.00**","0.00**","--"
"2018","American Indian / Alaska Native","New Mexico","30","182,757","16.42","17.00","823"
"2018","American Indian / Alaska Native","New York","0**","58,124","0.00**","0.00**","--"
"2018","American Indian / Alaska Native","North Carolina","27","115,641","23.35","23.32","929"
"2018","American Indian / Alaska Native","North Dakota","--","38,763","--","--","--"
"2018","American Indian / Alaska Native","Ohio","0**","22,302","0.00**","0.00**","--"
"2018","American Indian / Alaska Native","Oklahoma","46","335,430","13.71","15.13","1,227"
"2018","American Indian / Alaska Native","Oregon","--","45,693","--","--","--"
"2018","American Indian / Alaska Native","Pennsylvania","--","18,400","--","--","--"
"2018","American Indian / Alaska Native","Rhode Island","0**","4,485","0.00**","0.00**","--"
"2018","American Indian / Alaska Native","South Carolina","--","18,408","--","--","--"
"2018","American Indian / Alaska Native","South Dakota","17**","73,264","23.20**","22.62**","628"
"2018","American Indian / Alaska Native","Tennessee","--","18,789","--","--","--"
"2018","American Indian / Alaska Native","Texas","12**","93,025","12.90**","13.07**","328"
"2018","American Indian / Alaska Native","Utah","--","29,107","--","--","--"
"2018","American Indian / Alaska Native","Vermont","0**","2,025","0.00**","0.00**","--"
"2018","American Indian / Alaska Native","Virginia","--","22,517","--","--","--"
"2018","American Indian / Alaska Native","Washington","20**","93,923","21.29**","21.09**","589"
"2018","American Indian / Alaska Native","West Virginia","0**","3,752","0.00**","0.00**","--"
"2018","American Indian / Alaska Native","Wisconsin","--","50,847","--","--","--"
"2018","American Indian / Alaska Native","Wyoming","--","12,134","--","--","--"
"2018","Asian","Alabama","--","71,453","--","--","--"
"2018","Asian","Alaska","--","46,742","--","--","--"
"2018","Asian","Arizona","--","243,261","--","--","--"
"2018","Asian","Arkansas","0**","48,620","0.00**","0.00**","--"
"2018","Asian","California","121","5,845,796","2.07","1.92","2,749"
"2018","Asian","Colorado","13**","188,184","6.91**","7.08**","326"
"2018","Asian","Connecticut","--","170,236","--","--","--"
"2018","Asian","Delaware","--","38,982","--","--","--"
"2018","Asian","District of Columbia","0**","29,870","0.00**","0.00**","--"
"2018","Asian","Florida","14**","599,531","2.34**","2.35**","387"
"2018","Asian","Georgia","24","444,690","5.40","5.24","634"
"2018","Asian","Hawaii","--","513,268","--","--","--"
"2018","Asian","Idaho","0**","25,446","0.00**","0.00**","--"
"2018","Asian","Illinois","--","731,286","--","--","--"
"2018","Asian","Indiana","--","163,492","--","--","--"
"2018","Asian","Iowa","0**","82,039","0.00**","0.00**","--"
"2018","Asian","Kansas","--","89,770","--","--","--"
"2018","Asian","Kentucky","--","69,399","--","--","--"
"2018","Asian","Louisiana","--","82,211","--","--","--"
"2018","Asian","Maine","--","16,756","--","--","--"
"2018","Asian","Maryland","12**","397,624","3.02**","3.09**","392"
"2018","Asian","Massachusetts","--","482,411","--","--","--"
"2018","Asian","Michigan","16**","330,032","4.85**","4.48**","421"
"2018","Asian","Minnesota","--","285,824","--","--","--"
"2018","Asian","Mississippi","--","31,577","--","--","--"
"2018","Asian","Missouri","--","126,948","--","--","--"
"2018","Asian","Montana","0**","9,306","0.00**","0.00**","--"
"2018","Asian","Nebraska","--","50,241","--","--","--"
"2018","Asian","Nevada","21","248,704","8.44","7.43","420"
"2018","Asian","New Hampshire","--","39,762","--","--","--"
"2018","Asian","New Jersey","--","871,843","--","--","--"
"2018","Asian","New Mexico","--","32,275","--","--","--"
"2018","Asian","New York","10**","1,720,035","0.58**","0.57**","295"
"2018","Asian","North Carolina","--","316,306","--","--","--"
"2018","Asian","North Dakota","0**","12,876","0.00**","0.00**","--"
"2018","Asian","Ohio","--","283,356","--","--","--"
"2018","Asian","Oklahoma","10**","89,913","11.12**","9.62**","271"
"2018","Asian","Oregon","--","194,672","--","--","--"
"2018","Asian","Pennsylvania","16**","462,880","3.46**","3.21**","440"
"2018","Asian","Rhode Island","--","37,450","--","--","--"
"2018","Asian","South Carolina","--","87,555","--","--","--"
"2018","Asian","South Dakota","--","13,414","--","--","--"
"2018","Asian","Tennessee","11**","126,628","8.69**","9.07**","425"
"2018","Asian","Texas","72","1,433,533","5.02","4.73","1,866"
"2018","Asian","Utah","--","78,003","--","--","--"
"2018","Asian","Vermont","0**","11,960","0.00**","0.00**","--"
"2018","Asian","Virginia","18**","573,290","3.14**","3.22**","524"
"2018","Asian","Washington","19**","685,800","2.77**","2.49**","499"
"2018","Asian","West Virginia","--","14,813","--","--","--"
"2018","Asian","Wisconsin","--","172,351","--","--","--"
"2018","Asian","Wyoming","0**","5,982","0.00**","0.00**","--"
"2018","HI Native / Pacific Islander","Alabama","0**","2,502","0.00**","0.00**","--"
"2018","HI Native / Pacific Islander","Alaska","--","10,770","--","--","--"
"2018","HI Native / Pacific Islander","Arizona","--","13,296","--","--","--"
"2018","HI Native / Pacific Islander","Arkansas","0**","10,445","0.00**","0.00**","--"
"2018","HI Native / Pacific Islander","California","14**","145,711","9.61**","9.52**","446"
"2018","HI Native / Pacific Islander","Colorado","--","8,006","--","--","--"
"2018","HI Native / Pacific Islander","Connecticut","0**","1,294","0.00**","0.00**","--"
"2018","HI Native / Pacific Islander","Delaware","0**","333","0.00**","0.00**","--"
"2018","HI Native / Pacific Islander","District of Columbia","0**","338","0.00**","0.00**","--"
"2018","HI Native / Pacific Islander","Florida","0**","13,511","0.00**","0.00**","--"
"2018","HI Native / Pacific Islander","Georgia","0**","7,241","0.00**","0.00**","--"
"2018","HI Native / Pacific Islander","Hawaii","--","138,215","--","--","--"
"2018","HI Native / Pacific Islander","Idaho","0**","3,090","0.00**","0.00**","--"
"2018","HI Native / Pacific Islander","Illinois","0**","3,586","0.00**","0.00**","--"
"2018","HI Native / Pacific Islander","Indiana","0**","2,508","0.00**","0.00**","--"
"2018","HI Native / Pacific Islander","Iowa","--","3,652","--","--","--"
"2018","HI Native / Pacific Islander","Kansas","0**","2,774","0.00**","0.00**","--"
"2018","HI Native / Pacific Islander","Kentucky","0**","2,997","0.00**","0.00**","--"
"2018","HI Native / Pacific Islander","Louisiana","--","1,801","--","--","--"
"2018","HI Native / Pacific Islander","Maine","0**","390","0.00**","0.00**","--"
"2018","HI Native / Pacific Islander","Maryland","0**","2,951","0.00**","0.00**","--"
"2018","HI Native / Pacific Islander","Massachusetts","0**","2,917","0.00**","0.00**","--"
"2018","HI Native / Pacific Islander","Michigan","0**","2,729","0.00**","0.00**","--"
"2018","HI Native / Pacific Islander","Minnesota","0**","2,994","0.00**","0.00**","--"
"2018","HI Native / Pacific Islander","Mississippi","0**","1,050","0.00**","0.00**","--"
"2018","HI Native / Pacific Islander","Missouri","--","7,962","--","--","--"
"2018","HI Native / Pacific Islander","Montana","0**","751","0.00**","0.00**","--"
"2018","HI Native / Pacific Islander","Nebraska","0**","1,172","0.00**","0.00**","--"
"2018","HI Native / Pacific Islander","Nevada","--","19,831","--","--","--"
"2018","HI Native / Pacific Islander","New Hampshire","0**","377","0.00**","0.00**","--"
"2018","HI Native / Pacific Islander","New Jersey","0**","3,182","0.00**","0.00**","--"
"2018","HI Native / Pacific Islander","New Mexico","0**","1,378","0.00**","0.00**","--"
"2018","HI Native / Pacific Islander","New York","0**","9,015","0.00**","0.00**","--"
"2018","HI Native / Pacific Islander","North Carolina","--","6,846","--","--","--"
"2018","HI Native / Pacific Islander","North Dakota","--","439","--","--","--"
"2018","HI Native / Pacific Islander","Ohio","0**","4,786","0.00**","0.00**","--"
"2018","HI Native / Pacific Islander","Oklahoma","0**","6,799","0.00**","0.00**","--"
"2018","HI Native / Pacific Islander","Oregon","0**","17,095","0.00**","0.00**","--"
"2018","HI Native / Pacific Islander","Pennsylvania","0**","3,951","0.00**","0.00**","--"
"2018","HI Native / Pacific Islander","Rhode Island","0**","668","0.00**","0.00**","--"
"2018","HI Native / Pacific Islander","South Carolina","0**","2,894","0.00**","0.00**","--"
"2018","HI Native / Pacific Islander","South Dakota","0**","487","0.00**","0.00**","--"
"2018","HI Native / Pacific Islander","Tennessee","0**","3,596","0.00**","0.00**","--"
"2018","HI Native / Pacific Islander","Texas","--","24,493","--","--","--"
"2018","HI Native / Pacific Islander","Utah","--","31,463","--","--","--"
"2018","HI Native / Pacific Islander","Vermont","0**","197","0.00**","0.00**","--"
"2018","HI Native / Pacific Islander","Virginia","0**","6,201","0.00**","0.00**","--"
"2018","HI Native / Pacific Islander","Washington","--","51,920","--","--","--"
"2018","HI Native / Pacific Islander","West Virginia","0**","397","0.00**","0.00**","--"
"2018","HI Native / Pacific Islander","Wisconsin","--","2,207","--","--","--"
"2018","HI Native / Pacific Islander","Wyoming","0**","398","0.00**","0.00**","--"
"2018","More than One Race","Alabama","--","77,374","--","--","--"
"2018","More than One Race","Alaska","15**","50,620","29.63**","34.72**","500"
"2018","More than One Race","Arizona","30","148,854","20.15","22.72","943"
"2018","More than One Race","Arkansas","--","58,291","--","--","--"
"2018","More than One Race","California","62","1,123,607","5.52","6.16","2,000"
"2018","More than One Race","Colorado","13**","132,673","9.80**","10.93**","445"
"2018","More than One Race","Connecticut","0**","63,518","0.00**","0.00**","--"
"2018","More than One Race","Delaware","0**","23,297","0.00**","0.00**","--"
"2018","More than One Race","District of Columbia","--","16,234","--","--","--"
"2018","More than One Race","Florida","14**","355,716","3.94**","3.60**","476"
"2018","More than One Race","Georgia","--","196,267","--","--","--"
"2018","More than One Race","Hawaii","20**","279,067","7.17**","8.88**","428"
"2018","More than One Race","Idaho","--","35,059","--","--","--"
"2018","More than One Race","Illinois","--","209,553","--","--","--"
"2018","More than One Race","Indiana","--","126,436","--","--","--"
"2018","More than One Race","Iowa","--","54,232","--","--","--"
"2018","More than One Race","Kansas","13**","76,054","17.09**","20.85**","466"
"2018","More than One Race","Kentucky","--","82,342","--","--","--"
"2018","More than One Race","Louisiana","--","69,378","--","--","--"
"2018","More than One Race","Maine","--","22,105","--","--","--"
"2018","More than One Race","Maryland","--","149,790","--","--","--"
"2018","More than One Race","Massachusetts","0**","127,394","0.00**","0.00**","--"
"2018","More than One Race","Michigan","13**","224,625","5.79**","8.41**","322"
"2018","More than One Race","Minnesota","--","128,484","--","--","--"
"2018","More than One Race","Mississippi","--","34,941","--","--","--"
"2018","More than One Race","Missouri","15**","131,901","11.37**","15.57**","515"
"2018","More than One Race","Montana","--","25,995","--","--","--"
"2018","More than One Race","Nebraska","--","36,754","--","--","--"
"2018","More than One Race","Nevada","--","106,168","--","--","--"
"2018","More than One Race","New Hampshire","0**","20,938","0.00**","0.00**","--"
"2018","More than One Race","New Jersey","0**","138,861","0.00**","0.00**","--"
"2018","More than One Race","New Mexico","--","31,561","--","--","--"
"2018","More than One Race","New York","--","349,722","--","--","--"
"2018","More than One Race","North Carolina","--","204,561","--","--","--"
"2018","More than One Race","North Dakota","--","15,120","--","--","--"
"2018","More than One Race","Ohio","--","250,374","--","--","--"
"2018","More than One Race","Oklahoma","32","220,650","14.50","17.96","790"
"2018","More than One Race","Oregon","11**","137,621","7.99**","8.74**","379"
"2018","More than One Race","Pennsylvania","--","218,074","--","--","--"
"2018","More than One Race","Rhode Island","0**","22,480","0.00**","0.00**","--"
"2018","More than One Race","South Carolina","--","88,578","--","--","--"
"2018","More than One Race","South Dakota","--","18,978","--","--","--"
"2018","More than One Race","Tennessee","--","119,879","--","--","--"
"2018","More than One Race","Texas","--","424,734","--","--","--"
"2018","More than One Race","Utah","--","65,926","--","--","--"
"2018","More than One Race","Vermont","--","11,211","--","--","--"
"2018","More than One Race","Virginia","--","229,928","--","--","--"
"2018","More than One Race","Washington","20**","314,697","6.36**","6.07**","688"
"2018","More than One Race","West Virginia","0**","30,723","0.00**","0.00**","--"
"2018","More than One Race","Wisconsin","--","101,044","--","--","--"
"2018","More than One Race","Wyoming","--","10,014","--","--","--"
"Total","","","237,481","1,612,552,147","14.73","14.43","5,484,481"
"","","","","","","",""
"Injury Outcome: Fatal","","","","","","",""
"Injury Type: All Injury","","","","","","",""
"Data Years: 2018 to 2023","","","","","","",""
"Geography: United States","","","","","","",""
"Intent: All Intents","","","","","","",""
"Mechanism: Firearm","","","","","","",""
"Age: All Ages","","","","","","",""
"Sex: All Sexes","","","","","","",""
"Race: All Races","","","","","","",""
"Ethnicity: Non-Hispanic","","","","","","",""
"Metro / Non-Metro Indicator: None Selected","","","","","","",""
"YPLL Age: 65","","","","","","",""
"Year and Race Options: 2018 - 2023 by Single Race","","","","","","",""
"Notation: indicates suppressed value (based on <20 unweighted count, <1,200 weighted count, or coefficient of variation of the estimate >30%);","","","","","","",""
"--* indicates secondary suppression.","","","","","","",""
"Rows showing totals and sub-totals will not be available when only one row in the results table is suppressed.","","","","","","",""
"Reports for All Ages include those of unknown age.","","","","","","",""
"Data sources:","","","","","","",""
"National Center for Health Statistics-CDC annual mortality data files for WISQARS Fatal data.","","","","","","",""
