education_group,state_name,state_fips,bene_yes,bene_no,total_bene,bene_yes_pct,bene_yes_pct_lcl,bene_yes_pct_ucl,age_adjusted_pct,age_adjusted_pct_lcl,age_adjusted_pct_ucl
"Graduated High School",Connecticut,9,287,95,382,81.0108813552509,75.4904645945947,86.5312981159072,79.7445145268089,71.0195791915599,88.4694498620578
"Attended College or Technical School",Connecticut,9,402,130,532,75.8310796748263,70.1385238825652,81.5236354670875,76.7772368194557,67.6419383791928,85.9125352597187
"Graduated from College or Technical
School",Connecticut,9,1004,170,1174,86.0404477287902,83.1714562993297,88.9094391582506,86.5662317136873,82.3256677647833,90.8067956625913
"Don’t know/Not sure/Missing",Connecticut,9,8,2,10,86.525268713739,56.9039018190132,100,82.0528327059927,49.6458085646466,100
"Did not graduate High School",Delaware,10,33,12,45,67.8017039409552,49.4705660223188,86.1328418595917,73.6221312007906,49.4741102559574,97.7701521456239
"Graduated High School",Delaware,10,190,65,255,77.8249453983901,71.7651686544705,83.8847221423097,76.8953029888115,66.5133448361585,87.2772611414644
"Attended College or Technical School",Delaware,10,249,61,310,81.2334263863566,75.881703744994,86.5851490277192,80.832957104601,72.0678746014422,89.5980396077599
"Graduated from College or Technical
School",Delaware,10,348,82,430,82.5527711697067,77.9665632055594,87.1389791338539,82.4560525228517,75.2807664867849,89.6313385589185
"Don’t know/Not sure/Missing",Delaware,10,2,1,3,.,.,.,.,.,.
"Did not graduate High School","District of
Columbia",11,22,11,33,62.9129912396792,38.940125491898,86.8858569874604,62.9813384309336,28.449358046191,97.5133188156763
"Graduated High School","District of
Columbia",11,86,23,109,78.4029776893287,68.0970082003596,88.7089471782979,76.1493548519307,58.8393026942402,93.4594070096211
"Attended College or Technical School","District of
Columbia",11,89,28,117,78.874435636587,69.6381648064534,88.1107064667207,78.6579396583441,64.3264117884018,92.9894675282863
"Graduated from College or Technical
School","District of
Columbia",11,313,86,399,79.2134588826334,74.2311755018947,84.1957422633721,78.1625094681942,70.1069915262503,86.218027410138
"Don’t know/Not sure/Missing","District of
Columbia",11,2,0,2,.,.,.,.,.,.
"Did not graduate High School",Florida,12,108,48,156,71.7673012497868,65.4614904872032,78.0731120123704,68.0990229182773,61.8323594023276,74.3656864342269
"Graduated High School",Florida,12,580,186,766,76.5093243306702,71.2155327208879,81.8031159404525,76.5579939216515,69.363585554502,83.7524022888011
"Attended College or Technical School",Florida,12,750,295,1045,77.0419003397882,71.4379133586668,82.6458873209095,76.5036193111109,66.7169726127856,86.2902660094362
"Graduated from College or Technical
School",Florida,12,982,227,1209,81.675620907554,76.6621406898246,86.6891011252833,81.9239025277895,73.8764502919331,89.9713547636458
"Don’t know/Not sure/Missing",Florida,12,3,0,3,.,.,.,.,.,.
"Did not graduate High School",Georgia,13,88,55,143,61.4825147441744,52.544983806679,70.4200456816697,63.401639453543,52.8451714000076,73.9581075070785
"Graduated High School",Georgia,13,382,125,507,70.6620674965198,64.8293421989635,76.4947927940761,70.7088078826348,61.4259950383888,79.9916207268809
"Attended College or Technical School",Georgia,13,507,140,647,81.6024160699159,77.7177478442583,85.4870842955735,81.3338536869325,75.1336710135683,87.5340363602968
"Graduated from College or Technical
School",Georgia,13,721,177,898,81.2149129561181,77.6596622024623,84.770163709774,82.0297522916278,76.9170141003939,87.1424904828617
"Don’t know/Not sure/Missing",Georgia,13,6,0,6,.,.,.,.,.,.
"Did not graduate High School",Hawaii,15,25,18,43,44.5019990907103,24.1849556298968,64.8190425515237,45.7453640138849,21.4979840266611,69.9927440011087
"Graduated High School",Hawaii,15,263,78,341,78.4971446925637,72.7698182886982,84.2244710964291,78.5144866771307,69.2800784176186,87.7488949366429
"Attended College or Technical School",Hawaii,15,438,128,566,77.8626560222759,73.0158489401812,82.7094631043706,77.4482453104087,69.4989477380405,85.3975428827769
"Graduated from College or Technical
School",Hawaii,15,689,162,851,84.0970957545506,80.9145352636736,87.2796562454276,83.7345975473,78.4076372761425,89.0615578184575
"Don’t know/Not sure/Missing",Hawaii,15,0,1,1,.,.,.,.,.,.
"Did not graduate High School",Idaho,16,30,34,64,44.4616735337835,30.8901407210057,58.0332063465612,46.8999049799321,27.6481138680737,66.1516960917904
"Graduated High School",Idaho,16,189,106,295,62.41032936638,55.6985276273789,69.122131105381,60.006149643098,48.8501005702698,71.1621987159262
"Attended College or Technical School",Idaho,16,342,154,496,70.6589672475546,66.3097323218733,75.008202173236,70.1296100007138,63.1764989267332,77.0827210746943
"Graduated from College or Technical
School",Idaho,16,371,123,494,76.7709225687288,72.7629583803818,80.7788867570759,76.2673910535583,69.6520313920885,82.8827507150281
"Don’t know/Not sure/Missing",Idaho,16,1,2,3,.,.,.,.,.,.
"Did not graduate High School",Illinois,17,52,21,73,71.9475002297174,60.7164407011164,83.1785597583184,70.1957616318827,51.238594942251,89.1529283215144
"Graduated High School",Illinois,17,106,44,150,67.5850615404063,56.7075813938348,78.4625416869778,67.3982361771597,53.712005968037,81.0844663862824
"Attended College or Technical School",Illinois,17,163,71,234,69.9733708036586,62.7731371453365,77.1736044619808,70.3751217068758,58.5845026205237,82.1657407932278
"Graduated from College or Technical
School",Illinois,17,271,71,342,79.4062711327171,73.6340609316427,85.1784813337914,79.6868840986481,69.6449512976404,89.7288168996558
"Don’t know/Not sure/Missing",Illinois,17,.,.,.,.,.,.,.,.,.
"Did not graduate High School",Indiana,18,69,35,104,70.3502985600235,60.9184133412959,79.7821837787512,70.5910701553807,59.0310406935406,82.1510996172209
"Graduated High School",Indiana,18,517,167,684,76.7039435655454,73.0796279011669,80.3282592299238,76.3921696142569,70.5372281444006,82.2471110841132
"Attended College or Technical School",Indiana,18,549,144,693,79.4638022848482,76.0137128814013,82.9138916882952,79.9365060103142,74.4596226647101,85.4133893559183
"Graduated from College or Technical
School",Indiana,18,721,169,890,80.3592960984251,77.3717279023505,83.3468642944996,81.0394240701898,76.2859162709562,85.7929318694233
"Don’t know/Not sure/Missing",Indiana,18,9,1,10,92.1479424838496,91.2998892301635,92.9959957375358,.,.,.
"Did not graduate High School",Iowa,19,73,22,95,71.110817271271,59.0343521251582,83.1872824173839,77.9835965929586,67.8642099152965,88.1029832706207
"Graduated High School",Iowa,19,376,120,496,76.0595437060611,71.4643246298592,80.6547627822629,76.4368832488802,68.6287719434016,84.2449945543588
"Attended College or Technical School",Iowa,19,508,117,625,79.7310625391545,75.5462276390014,83.9158974393076,79.9922218042475,73.2762539199774,86.7081896885176
"Graduated from College or Technical
School",Iowa,19,620,121,741,83.7751464286002,80.5488459584994,87.001446898701,84.1555153581341,79.2279301167741,89.0831005994941
"Don’t know/Not sure/Missing",Iowa,19,.,.,.,.,.,.,.,.,.
"Did not graduate High School",Kansas,20,45,26,71,70.9254790013419,59.2083592317148,82.6425987709691,71.1898270469084,57.0286773001779,85.350976793639
"Graduated High School",Kansas,20,406,166,572,67.5630222182885,62.2077926453061,72.9182517912708,66.6884868006092,57.6946454855641,75.6823281156543
"Attended College or Technical School",Kansas,20,640,210,850,75.7370838220631,72.2518647354868,79.2223029086393,75.7848361168074,70.3323006698665,81.2373715637483
"Graduated from College or Technical
School",Kansas,20,877,227,1104,78.5768504442293,75.1093500707776,82.044350817681,79.1401488454602,73.9743967339869,84.3059009569334
"Don’t know/Not sure/Missing",Kansas,20,2,5,7,.,.,.,.,.,.
"Did not graduate High School",Kentucky,21,50,39,89,54.1575369425227,42.3100687639477,66.0050051210978,50.8644375007006,38.5705140490533,63.1583609523479
"Graduated High School",Kentucky,21,198,85,283,73.0929594210369,65.8223054663724,80.3636133757014,73.0304164692847,61.596115287434,84.4647176511353
"Attended College or Technical School",Kentucky,21,226,70,296,78.3204748175721,71.8162370437101,84.8247125914342,77.7520643546589,66.7304325849035,88.7736961244143
"Graduated from College or Technical
School",Kentucky,21,248,52,300,77.7472861772054,70.6418182917711,84.8527540626398,77.5306059760776,65.9873513289653,89.0738606231899
"Don’t know/Not sure/Missing",Kentucky,21,1,1,2,.,.,.,.,.,.
"Did not graduate High School",Louisiana,22,68,21,89,77.5563917708192,68.5683871433049,86.5443963983336,76.583743622293,64.4361413703313,88.7313458742547
"Graduated High School",Louisiana,22,309,84,393,80.6142161234796,76.1158215397978,85.1126107071613,81.8057940171225,74.6836341413333,88.9279538929118
