"Date Printed: Thursday, May 4, 2023 5:26:35 PM"
Title: "HIV prevalence | 2008 | 2009 | 2010 | 2011 | 2012 | 2013 | 2014 | 2015 | 2016 | 2017 | 2018 | 2019 | Alabama | Alaska | Arizona | Arkansas | California | Colorado | Connecticut | Delaware | District of Columbia | Florida | Georgia | Hawaii | Idaho | Illinois | Indiana | Iowa | Kansas | Kentucky | Louisiana | Maine | Maryland | Massachusetts | Michigan | Minnesota | Mississippi | Missouri | Montana | Nebraska | Nevada | New Hampshire | New Jersey | New Mexico | New York | North Carolina | North Dakota | Ohio | Oklahoma | Oregon | Pennsylvania | Rhode Island | South Carolina | South Dakota | Tennessee | Texas | Utah | Vermont | Virginia | Washington | West Virginia | Wisconsin | Wyoming | Black/African American | Female | 13-24 | 25-34 | 35-44 | 45-54 | 55+ | All transmission categories"
Footnote(s): Data for years 2021 and 2022 are preliminary (subject to a 12-month reporting delay). Data for the year 2020 should be interpreted with caution due to the impact of the COVID-19 pandemic on access to HIV testing, care-related services, and case surveillance activities in state/local jurisdictions. Inclusion of 2020 through 2022 data in trend assessments is discouraged. Data by transmission category presented based on sex assigned at birth and are adjusted for missing transmission category. See Technical notes for more details on data availability and stratifications.
Prevalence data for the year 2020 are preliminary and based on death data received by CDC as of December 2021. Prevalence data prior to 2010 are based on residence at diagnosis; prevalence data from 2010 to present are based on most recent known address. See Technical Notes for death reporting by jurisdiction.
^ Jurisdiction with incomplete reporting of deaths for most recent year.
NA - Not Applicable.



Indicator,Year,Geography,FIPS,Age Group,Race/Ethnicity,Sex,Transmission Category,Cases,Rate per 100000,Population
"HIV prevalence","2019","Alabama^","01","55+","Black/African American","Female","All transmission categories","879","460.4","190,911"
"HIV prevalence","2019","Alabama^","01","45-54","Black/African American","Female","All transmission categories","734","850.3","86,322"
"HIV prevalence","2019","Alabama^","01","35-44","Black/African American","Female","All transmission categories","674","743.3","90,672"
"HIV prevalence","2019","Alabama^","01","25-34","Black/African American","Female","All transmission categories","387","379.7","101,931"
"HIV prevalence","2019","Alabama^","01","13-24","Black/African American","Female","All transmission categories","83","72.1","115,121"
"HIV prevalence","2018","Alabama^","01","55+","Black/African American","Female","All transmission categories","785","420.9","186,504"
"HIV prevalence","2018","Alabama^","01","45-54","Black/African American","Female","All transmission categories","730","836.6","87,259"
"HIV prevalence","2018","Alabama^","01","35-44","Black/African American","Female","All transmission categories","700","775.6","90,249"
"HIV prevalence","2018","Alabama^","01","25-34","Black/African American","Female","All transmission categories","380","375.4","101,225"
"HIV prevalence","2018","Alabama^","01","13-24","Black/African American","Female","All transmission categories","75","64.0","117,227"
"HIV prevalence","2017","Alabama^","01","55+","Black/African American","Female","All transmission categories","710","390.7","181,717"
"HIV prevalence","2017","Alabama^","01","45-54","Black/African American","Female","All transmission categories","732","830.9","88,102"
"HIV prevalence","2017","Alabama^","01","35-44","Black/African American","Female","All transmission categories","696","772.3","90,118"
"HIV prevalence","2017","Alabama^","01","25-34","Black/African American","Female","All transmission categories","394","392.9","100,282"
"HIV prevalence","2017","Alabama^","01","13-24","Black/African American","Female","All transmission categories","89","74.7","119,120"
"HIV prevalence","2016","Alabama^","01","55+","Black/African American","Female","All transmission categories","639","361.7","176,684"
"HIV prevalence","2016","Alabama^","01","45-54","Black/African American","Female","All transmission categories","732","826.0","88,623"
"HIV prevalence","2016","Alabama^","01","35-44","Black/African American","Female","All transmission categories","708","789.1","89,725"
"HIV prevalence","2016","Alabama^","01","25-34","Black/African American","Female","All transmission categories","376","378.7","99,278"
"HIV prevalence","2016","Alabama^","01","13-24","Black/African American","Female","All transmission categories","97","79.8","121,531"
"HIV prevalence","2015","Alabama^","01","55+","Black/African American","Female","All transmission categories","569","331.4","171,696"
"HIV prevalence","2015","Alabama^","01","45-54","Black/African American","Female","All transmission categories","706","790.4","89,317"
"HIV prevalence","2015","Alabama^","01","35-44","Black/African American","Female","All transmission categories","698","779.1","89,587"
"HIV prevalence","2015","Alabama^","01","25-34","Black/African American","Female","All transmission categories","400","409.3","97,732"
"HIV prevalence","2015","Alabama^","01","13-24","Black/African American","Female","All transmission categories","97","77.8","124,619"
"HIV prevalence","2014","Alabama^","01","55+","Black/African American","Female","All transmission categories","519","312.4","166,144"
"HIV prevalence","2014","Alabama^","01","45-54","Black/African American","Female","All transmission categories","736","812.8","90,547"
"HIV prevalence","2014","Alabama^","01","35-44","Black/African American","Female","All transmission categories","702","791.2","88,726"
"HIV prevalence","2014","Alabama^","01","25-34","Black/African American","Female","All transmission categories","436","450.2","96,846"
