Indicator,Year,Geography,FIPS,Age Group,Race/Ethnicity,Sex,Transmission Category,Cases,Rate per 100000,Population
"HIV prevalence","2023","Alabama^","01","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","3,936","175.7","2,239,928"
"HIV prevalence","2023","Alabama^","01","Ages 13 years and older","All races/ethnicities","Male","All transmission categories","11,071","533.6","2,074,760"
"HIV prevalence","2023","Alaska","02","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","171","59.7","286,490"
"HIV prevalence","2023","Alaska","02","Ages 13 years and older","All races/ethnicities","Male","All transmission categories","634","197.5","320,941"
"HIV prevalence","2023","American Samoa","60","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","Data not available","Data not available","NA"
"HIV prevalence","2023","American Samoa","60","Ages 13 years and older","All races/ethnicities","Male","All transmission categories","Data not available","Data not available","NA"
"HIV prevalence","2023","Arizona","04","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","2,833","88.9","3,186,316"
"HIV prevalence","2023","Arizona","04","Ages 13 years and older","All races/ethnicities","Male","All transmission categories","16,544","525.7","3,146,998"
"HIV prevalence","2023","Arkansas","05","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","1,463","111.4","1,313,027"
"HIV prevalence","2023","Arkansas","05","Ages 13 years and older","All races/ethnicities","Male","All transmission categories","5,030","399.1","1,260,298"
"HIV prevalence","2023","California","06","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","16,969","101.9","16,646,613"
"HIV prevalence","2023","California","06","Ages 13 years and older","All races/ethnicities","Male","All transmission categories","124,016","754.4","16,437,969"
"HIV prevalence","2023","Colorado","08","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","1,846","74.2","2,487,787"
"HIV prevalence","2023","Colorado","08","Ages 13 years and older","All races/ethnicities","Male","All transmission categories","12,283","482.9","2,543,557"
"HIV prevalence","2023","Connecticut","09","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","3,565","222.9","1,599,657"
"HIV prevalence","2023","Connecticut","09","Ages 13 years and older","All races/ethnicities","Male","All transmission categories","7,186","472.9","1,519,496"
"HIV prevalence","2023","Delaware","10","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","1,051","228.5","459,925"
"HIV prevalence","2023","Delaware","10","Ages 13 years and older","All races/ethnicities","Male","All transmission categories","2,659","628.0","423,392"
"HIV prevalence","2023","District of Columbia","11","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","3,563","1150.6","309,675"
"HIV prevalence","2023","District of Columbia","11","Ages 13 years and older","All races/ethnicities","Male","All transmission categories","9,742","3576.1","272,419"
"HIV prevalence","2023","Florida","12","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","31,655","316.6","9,998,061"
"HIV prevalence","2023","Florida","12","Ages 13 years and older","All races/ethnicities","Male","All transmission categories","91,624","960.7","9,537,234"
"HIV prevalence","2023","Georgia","13","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","14,420","301.0","4,790,629"
"HIV prevalence","2023","Georgia","13","Ages 13 years and older","All races/ethnicities","Male","All transmission categories","47,437","1059.4","4,477,595"
"HIV prevalence","2023","Guam","66","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","Data not available","Data not available","NA"
"HIV prevalence","2023","Guam","66","Ages 13 years and older","All races/ethnicities","Male","All transmission categories","Data not available","Data not available","NA"
"HIV prevalence","2023","Hawaii","15","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","265","43.3","612,322"
"HIV prevalence","2023","Hawaii","15","Ages 13 years and older","All races/ethnicities","Male","All transmission categories","2,137","350.5","609,739"
"HIV prevalence","2023","Idaho","16","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","255","31.1","818,982"
"HIV prevalence","2023","Idaho","16","Ages 13 years and older","All races/ethnicities","Male","All transmission categories","1,201","145.8","823,494"
"HIV prevalence","2023","Illinois","17","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","7,335","135.0","5,432,476"
"HIV prevalence","2023","Illinois","17","Ages 13 years and older","All races/ethnicities","Male","All transmission categories","29,850","569.2","5,243,802"
"HIV prevalence","2023","Indiana","18","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","2,923","100.2","2,915,980"
"HIV prevalence","2023","Indiana","18","Ages 13 years and older","All races/ethnicities","Male","All transmission categories","10,345","365.1","2,833,364"
"HIV prevalence","2023","Iowa","19","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","740","54.8","1,349,713"
