"Date Printed: Monday, April 3, 2023 9:48:16 AM"
Title: "HIV prevalence | 2008 | 2009 | 2010 | 2011 | 2012 | 2013 | 2014 | 2015 | 2016 | 2017 | 2018 | 2019 | Alabama | Alaska | American Samoa | Arizona | Arkansas | California | Colorado | Connecticut | Delaware | District of Columbia | Florida | Georgia | Guam | Hawaii | Idaho | Illinois | Indiana | Iowa | Kansas | Kentucky | Louisiana | Maine | Maryland | Massachusetts | Michigan | Minnesota | Mississippi | Missouri | Montana | Nebraska | Nevada | New Hampshire | New Jersey | New Mexico | New York | North Carolina | North Dakota | Northern Mariana Islands | Ohio | Oklahoma | Oregon | Pennsylvania | Puerto Rico | Rhode Island | South Carolina | South Dakota | Tennessee | Texas | U.S. Virgin Islands | Utah | Vermont | Virginia | Washington | West Virginia | Wisconsin | Wyoming | All races/ethnicities | Both sexes | 13-24 | 25-34 | 35-44 | 45-54 | 55+ | All transmission categories"
Footnote(s): Data for years 2021 and 2022 are preliminary (subject to a 12-month reporting delay). Data for the year 2020 should be interpreted with caution due to the impact of the COVID-19 pandemic on access to HIV testing, care-related services, and case surveillance activities in state/local jurisdictions. Inclusion of 2020 through 2022 data in trend assessments is discouraged. Data by transmission category presented based on sex assigned at birth and are adjusted for missing transmission category. See Technical notes for more details on data availability and stratifications.
Prevalence data for the year 2020 are preliminary and based on death data received by CDC as of December 2021. Prevalence data prior to 2010 are based on residence at diagnosis; prevalence data from 2010 to present are based on most recent known address. See Technical Notes for death reporting by jurisdiction.
^ Jurisdiction with incomplete reporting of deaths for most recent year.
NA - Not Applicable.



Indicator,Year,Geography,FIPS,Age Group,Race/Ethnicity,Sex,Transmission Category,Cases,Rate per 100000,Population
"HIV prevalence","2019","Alabama^","01","55+","All races/ethnicities","Both sexes","All transmission categories","4,281","283.6","1,509,328"
"HIV prevalence","2019","Alabama^","01","45-54","All races/ethnicities","Both sexes","All transmission categories","3,453","559.8","616,852"
"HIV prevalence","2019","Alabama^","01","35-44","All races/ethnicities","Both sexes","All transmission categories","2,782","468.5","593,775"
"HIV prevalence","2019","Alabama^","01","25-34","All races/ethnicities","Both sexes","All transmission categories","2,729","420.8","648,519"
"HIV prevalence","2019","Alabama^","01","13-24","All races/ethnicities","Both sexes","All transmission categories","604","79.5","760,037"
"HIV prevalence","2018","Alabama^","01","55+","All races/ethnicities","Both sexes","All transmission categories","3,889","262.4","1,482,043"
"HIV prevalence","2018","Alabama^","01","45-54","All races/ethnicities","Both sexes","All transmission categories","3,544","565.0","627,240"
"HIV prevalence","2018","Alabama^","01","35-44","All races/ethnicities","Both sexes","All transmission categories","2,726","460.5","591,929"
"HIV prevalence","2018","Alabama^","01","25-34","All races/ethnicities","Both sexes","All transmission categories","2,668","413.9","644,587"
"HIV prevalence","2018","Alabama^","01","13-24","All races/ethnicities","Both sexes","All transmission categories","621","81.2","764,662"
"HIV prevalence","2017","Alabama^","01","55+","All races/ethnicities","Both sexes","All transmission categories","3,540","243.1","1,456,189"
"HIV prevalence","2017","Alabama^","01","45-54","All races/ethnicities","Both sexes","All transmission categories","3,594","564.6","636,509"
"HIV prevalence","2017","Alabama^","01","35-44","All races/ethnicities","Both sexes","All transmission categories","2,663","450.0","591,780"
"HIV prevalence","2017","Alabama^","01","25-34","All races/ethnicities","Both sexes","All transmission categories","2,558","398.8","641,387"
