Indicator,Year,Geography,FIPS,Age Group,Race/Ethnicity,Sex,Transmission Category,Cases,Rate per 100000,Population
"HIV diagnoses","2022","United States","NA","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","6,960","4.9","143,238,562"
"HIV diagnoses","2022","United States","NA","Ages 13 years and older","All races/ethnicities","Male","All transmission categories","30,700","22.1","138,715,098"
"HIV diagnoses","2021","United States","NA","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","6,512","4.6","142,359,764"
"HIV diagnoses","2021","United States","NA","Ages 13 years and older","All races/ethnicities","Male","All transmission categories","29,251","21.2","137,948,878"
"HIV diagnoses","2020 (COVID-19 Pandemic)","United States","NA","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","5,413","3.8","141,647,970"
"HIV diagnoses","2020 (COVID-19 Pandemic)","United States","NA","Ages 13 years and older","All races/ethnicities","Male","All transmission categories","24,990","18.2","137,333,841"
"HIV diagnoses","2019","United States","NA","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","6,861","4.9","141,074,630"
"HIV diagnoses","2019","United States","NA","Ages 13 years and older","All races/ethnicities","Male","All transmission categories","29,488","21.8","134,988,583"
"HIV diagnoses","2018","United States","NA","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","6,970","5.0","140,176,915"
"HIV diagnoses","2018","United States","NA","Ages 13 years and older","All races/ethnicities","Male","All transmission categories","30,130","22.5","134,107,685"
"HIV diagnoses","2017","United States","NA","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","7,163","5.1","139,222,563"
"HIV diagnoses","2017","United States","NA","Ages 13 years and older","All races/ethnicities","Male","All transmission categories","30,852","23.2","133,173,155"
"HIV diagnoses","2016","United States","NA","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","7,368","5.3","138,154,274"
"HIV diagnoses","2016","United States","NA","Ages 13 years and older","All races/ethnicities","Male","All transmission categories","31,737","24.0","132,106,266"
"HIV diagnoses","2015","United States","NA","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","7,276","5.3","137,019,206"
"HIV diagnoses","2015","United States","NA","Ages 13 years and older","All races/ethnicities","Male","All transmission categories","32,174","24.6","130,955,708"
"HIV diagnoses","2014","United States","NA","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","7,432","5.5","135,915,908"
"HIV diagnoses","2014","United States","NA","Ages 13 years and older","All races/ethnicities","Male","All transmission categories","32,108","24.7","129,794,041"
"HIV diagnoses","2013","United States","NA","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","7,488","5.6","134,746,814"
"HIV diagnoses","2013","United States","NA","Ages 13 years and older","All races/ethnicities","Male","All transmission categories","31,361","24.4","128,593,502"
"HIV diagnoses","2012","United States","NA","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","7,952","6.0","133,620,059"
"HIV diagnoses","2012","United States","NA","Ages 13 years and older","All races/ethnicities","Male","All transmission categories","32,108","25.2","127,402,542"
"HIV diagnoses","2011","United States","NA","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","8,572","6.5","132,481,994"
"HIV diagnoses","2011","United States","NA","Ages 13 years and older","All races/ethnicities","Male","All transmission categories","32,264","25.6","126,180,234"
"HIV diagnoses","2010","United States","NA","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","9,350","7.1","131,356,635"
"HIV diagnoses","2010","United States","NA","Ages 13 years and older","All races/ethnicities","Male","All transmission categories","33,315","26.6","125,033,230"
"HIV diagnoses","2009","United States","NA","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","10,011","7.7","129,285,690"
"HIV diagnoses","2009","United States","NA","Ages 13 years and older","All races/ethnicities","Male","All transmission categories","34,164","27.6","123,967,448"
"HIV diagnoses","2008","United States","NA","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","11,164","8.7","128,222,223"
"HIV diagnoses","2008","United States","NA","Ages 13 years and older","All races/ethnicities","Male","All transmission categories","35,348","28.8","122,787,775"
