Indicator,Year,Geography,FIPS,Age Group,Race/Ethnicity,Sex,Transmission Category,Cases,Rate per 100000,Population
"HIV prevalence","2023","United States","NA","Ages 13 years and older","Black/African American","Female","All transmission categories","143,226","773.7","18,511,744"
"HIV prevalence","2022","United States","NA","Ages 13 years and older","Black/African American","Female","All transmission categories","140,837","767.1","18,359,238"
"HIV prevalence","2021","United States","NA","Ages 13 years and older","Black/African American","Female","All transmission categories","139,475","765.3","18,223,872"
"HIV prevalence","2020 (COVID-19 Pandemic)","United States","NA","Ages 13 years and older","Black/African American","Female","All transmission categories","138,472","764.7","18,107,727"
"HIV prevalence","2019","United States","NA","Ages 13 years and older","Black/African American","Female","All transmission categories","137,965","769.1","17,938,238"
"HIV prevalence","2018","United States","NA","Ages 13 years and older","Black/African American","Female","All transmission categories","136,027","765.2","17,776,373"
"HIV prevalence","2017","United States","NA","Ages 13 years and older","Black/African American","Female","All transmission categories","133,983","760.5","17,616,853"
"HIV prevalence","2016","United States","NA","Ages 13 years and older","Black/African American","Female","All transmission categories","131,684","754.9","17,444,798"
"HIV prevalence","2015","United States","NA","Ages 13 years and older","Black/African American","Female","All transmission categories","129,375","749.3","17,265,429"
"HIV prevalence","2014","United States","NA","Ages 13 years and older","Black/African American","Female","All transmission categories","127,184","744.5","17,082,757"
"HIV prevalence","2013","United States","NA","Ages 13 years and older","Black/African American","Female","All transmission categories","125,039","740.4","16,888,903"
"HIV prevalence","2012","United States","NA","Ages 13 years and older","Black/African American","Female","All transmission categories","122,840","736.0","16,691,012"
"HIV prevalence","2011","United States","NA","Ages 13 years and older","Black/African American","Female","All transmission categories","120,264","729.1","16,493,898"
"HIV prevalence","2010","United States","NA","Ages 13 years and older","Black/African American","Female","All transmission categories","117,391","720.2","16,300,467"
"HIV prevalence","2009","United States","NA","Ages 13 years and older","Black/African American","Female","All transmission categories","113,859","708.2","16,077,576"
"HIV prevalence","2008","United States","NA","Ages 13 years and older","Black/African American","Female","All transmission categories","110,548","694.9","15,908,442"
