"Date Printed: Thursday, May 4, 2023 5:23:25 PM"
Title: "HIV diagnoses | 2008 | 2009 | 2010 | 2011 | 2012 | 2013 | 2014 | 2015 | 2016 | 2017 | 2018 | 2019 | Alabama | Alaska | Arizona | Arkansas | California | Colorado | Connecticut | Delaware | District of Columbia | Florida | Georgia | Hawaii | Idaho | Illinois | Indiana | Iowa | Kansas | Kentucky | Louisiana | Maine | Maryland | Massachusetts | Michigan | Minnesota | Mississippi | Missouri | Montana | Nebraska | Nevada | New Hampshire | New Jersey | New Mexico | New York | North Carolina | North Dakota | Ohio | Oklahoma | Oregon | Pennsylvania | Rhode Island | South Carolina | South Dakota | Tennessee | Texas | Utah | Vermont | Virginia | Washington | West Virginia | Wisconsin | Wyoming | Black/African American | Female | 13-24 | 25-34 | 35-44 | 45-54 | 55+ | All transmission categories"
Footnote(s): Data for years 2021 and 2022 are preliminary (subject to a 12-month reporting delay). Data for the year 2020 should be interpreted with caution due to the impact of the COVID-19 pandemic on access to HIV testing, care-related services, and case surveillance activities in state/local jurisdictions. Inclusion of 2020 through 2022 data in trend assessments is discouraged. Data by transmission category presented based on sex assigned at birth and are adjusted for missing transmission category. See Technical notes for more details on data availability and stratifications.
The 'Sex' column is used for either sex at birth or gender identity.
NA - Not applicable.



Indicator,Year,Geography,FIPS,Age Group,Race/Ethnicity,Sex,Transmission Category,Cases,Rate per 100000,Population
"HIV diagnoses","2019","Alabama","01","55+","Black/African American","Female","All transmission categories","18","9.4","190,911"
"HIV diagnoses","2019","Alabama","01","45-54","Black/African American","Female","All transmission categories","8","9.3","86,322"
"HIV diagnoses","2019","Alabama","01","35-44","Black/African American","Female","All transmission categories","20","22.1","90,672"
"HIV diagnoses","2019","Alabama","01","25-34","Black/African American","Female","All transmission categories","33","32.4","101,931"
"HIV diagnoses","2019","Alabama","01","13-24","Black/African American","Female","All transmission categories","20","17.4","115,121"
"HIV diagnoses","2018","Alabama","01","55+","Black/African American","Female","All transmission categories","11","5.9","186,504"
"HIV diagnoses","2018","Alabama","01","45-54","Black/African American","Female","All transmission categories","16","18.3","87,259"
"HIV diagnoses","2018","Alabama","01","35-44","Black/African American","Female","All transmission categories","22","24.4","90,249"
"HIV diagnoses","2018","Alabama","01","25-34","Black/African American","Female","All transmission categories","22","21.7","101,225"
"HIV diagnoses","2018","Alabama","01","13-24","Black/African American","Female","All transmission categories","18","15.4","117,227"
"HIV diagnoses","2017","Alabama","01","55+","Black/African American","Female","All transmission categories","12","6.6","181,717"
"HIV diagnoses","2017","Alabama","01","45-54","Black/African American","Female","All transmission categories","19","21.6","88,102"
"HIV diagnoses","2017","Alabama","01","35-44","Black/African American","Female","All transmission categories","16","17.8","90,118"
"HIV diagnoses","2017","Alabama","01","25-34","Black/African American","Female","All transmission categories","35","34.9","100,282"
"HIV diagnoses","2017","Alabama","01","13-24","Black/African American","Female","All transmission categories","18","15.1","119,120"
"HIV diagnoses","2016","Alabama","01","55+","Black/African American","Female","All transmission categories","12","6.8","176,684"
"HIV diagnoses","2016","Alabama","01","45-54","Black/African American","Female","All transmission categories","20","22.6","88,623"
"HIV diagnoses","2016","Alabama","01","35-44","Black/African American","Female","All transmission categories","25","27.9","89,725"
"HIV diagnoses","2016","Alabama","01","25-34","Black/African American","Female","All transmission categories","28","28.2","99,278"
"HIV diagnoses","2016","Alabama","01","13-24","Black/African American","Female","All transmission categories","17","14.0","121,531"
"HIV diagnoses","2015","Alabama","01","55+","Black/African American","Female","All transmission categories","17","9.9","171,696"
"HIV diagnoses","2015","Alabama","01","45-54","Black/African American","Female","All transmission categories","15","16.8","89,317"
"HIV diagnoses","2015","Alabama","01","35-44","Black/African American","Female","All transmission categories","18","20.1","89,587"
"HIV diagnoses","2015","Alabama","01","25-34","Black/African American","Female","All transmission categories","27","27.6","97,732"
"HIV diagnoses","2015","Alabama","01","13-24","Black/African American","Female","All transmission categories","22","17.7","124,619"
"HIV diagnoses","2014","Alabama","01","55+","Black/African American","Female","All transmission categories","14","8.4","166,144"
"HIV diagnoses","2014","Alabama","01","45-54","Black/African American","Female","All transmission categories","5","5.5","90,547"
"HIV diagnoses","2014","Alabama","01","35-44","Black/African American","Female","All transmission categories","25","28.2","88,726"
"HIV diagnoses","2014","Alabama","01","25-34","Black/African American","Female","All transmission categories","27","27.9","96,846"
"HIV diagnoses","2014","Alabama","01","13-24","Black/African American","Female","All transmission categories","21","16.6","126,728"
"HIV diagnoses","2013","Alabama","01","55+","Black/African American","Female","All transmission categories","14","8.7","160,788"
"HIV diagnoses","2013","Alabama","01","45-54","Black/African American","Female","All transmission categories","26","28.3","91,864"
"HIV diagnoses","2013","Alabama","01","35-44","Black/African American","Female","All transmission categories","23","26.2","87,717"
"HIV diagnoses","2013","Alabama","01","25-34","Black/African American","Female","All transmission categories","32","33.4","95,940"
"HIV diagnoses","2013","Alabama","01","13-24","Black/African American","Female","All transmission categories","14","10.9","128,069"
"HIV diagnoses","2012","Alabama","01","55+","Black/African American","Female","All transmission categories","12","7.7","155,622"
"HIV diagnoses","2012","Alabama","01","45-54","Black/African American","Female","All transmission categories","17","18.3","93,100"
"HIV diagnoses","2012","Alabama","01","35-44","Black/African American","Female","All transmission categories","23","26.4","87,198"
"HIV diagnoses","2012","Alabama","01","25-34","Black/African American","Female","All transmission categories","37","38.8","95,258"
"HIV diagnoses","2012","Alabama","01","13-24","Black/African American","Female","All transmission categories","20","15.7","127,588"
"HIV diagnoses","2011","Alabama","01","55+","Black/African American","Female","All transmission categories","12","8.0","150,381"
"HIV diagnoses","2011","Alabama","01","45-54","Black/African American","Female","All transmission categories","20","21.1","94,567"
"HIV diagnoses","2011","Alabama","01","35-44","Black/African American","Female","All transmission categories","28","32.3","86,743"
"HIV diagnoses","2011","Alabama","01","25-34","Black/African American","Female","All transmission categories","40","42.3","94,572"
"HIV diagnoses","2011","Alabama","01","13-24","Black/African American","Female","All transmission categories","26","20.4","127,367"
"HIV diagnoses","2010","Alabama","01","55+","Black/African American","Female","All transmission categories","12","8.3","145,287"
"HIV diagnoses","2010","Alabama","01","45-54","Black/African American","Female","All transmission categories","31","32.5","95,364"
"HIV diagnoses","2010","Alabama","01","35-44","Black/African American","Female","All transmission categories","36","41.3","87,166"
"HIV diagnoses","2010","Alabama","01","25-34","Black/African American","Female","All transmission categories","35","37.4","93,562"
"HIV diagnoses","2010","Alabama","01","13-24","Black/African American","Female","All transmission categories","26","20.4","127,575"
"HIV diagnoses","2009","Alabama","01","55+","Black/African American","Female","All transmission categories","21","15.1","139,031"
"HIV diagnoses","2009","Alabama","01","45-54","Black/African American","Female","All transmission categories","20","21.5","92,964"
"HIV diagnoses","2009","Alabama","01","35-44","Black/African American","Female","All transmission categories","26","30.4","85,625"
"HIV diagnoses","2009","Alabama","01","25-34","Black/African American","Female","All transmission categories","33","34.9","94,606"
"HIV diagnoses","2009","Alabama","01","13-24","Black/African American","Female","All transmission categories","18","14.1","127,867"
"HIV diagnoses","2008","Alabama","01","55+","Black/African American","Female","All transmission categories","14","10.3","135,689"
"HIV diagnoses","2008","Alabama","01","45-54","Black/African American","Female","All transmission categories","40","43.1","92,818"
"HIV diagnoses","2008","Alabama","01","35-44","Black/African American","Female","All transmission categories","31","35.9","86,281"
"HIV diagnoses","2008","Alabama","01","25-34","Black/African American","Female","All transmission categories","45","48.1","93,583"
"HIV diagnoses","2008","Alabama","01","13-24","Black/African American","Female","All transmission categories","36","28.1","128,327"
"HIV diagnoses","2019","Alaska","02","55+","Black/African American","Female","All transmission categories","1","46.6","2,144"
"HIV diagnoses","2019","Alaska","02","45-54","Black/African American","Female","All transmission categories","0","0.0","1,060"
"HIV diagnoses","2019","Alaska","02","35-44","Black/African American","Female","All transmission categories","0","0.0","1,395"
"HIV diagnoses","2019","Alaska","02","25-34","Black/African American","Female","All transmission categories","1","53.7","1,863"
"HIV diagnoses","2019","Alaska","02","13-24","Black/African American","Female","All transmission categories","0","0.0","1,972"
"HIV diagnoses","2018","Alaska","02","55+","Black/African American","Female","All transmission categories","0","0.0","2,083"
"HIV diagnoses","2018","Alaska","02","45-54","Black/African American","Female","All transmission categories","0","0.0","1,120"
"HIV diagnoses","2018","Alaska","02","35-44","Black/African American","Female","All transmission categories","0","0.0","1,413"
"HIV diagnoses","2018","Alaska","02","25-34","Black/African American","Female","All transmission categories","0","0.0","1,831"
"HIV diagnoses","2018","Alaska","02","13-24","Black/African American","Female","All transmission categories","0","0.0","2,051"
"HIV diagnoses","2017","Alaska","02","55+","Black/African American","Female","All transmission categories","0","0.0","2,016"
"HIV diagnoses","2017","Alaska","02","45-54","Black/African American","Female","All transmission categories","0","0.0","1,173"
"HIV diagnoses","2017","Alaska","02","35-44","Black/African American","Female","All transmission categories","1","70.3","1,423"
"HIV diagnoses","2017","Alaska","02","25-34","Black/African American","Female","All transmission categories","0","0.0","1,857"
"HIV diagnoses","2017","Alaska","02","13-24","Black/African American","Female","All transmission categories","0","0.0","2,048"
"HIV diagnoses","2016","Alaska","02","55+","Black/African American","Female","All transmission categories","1","51.6","1,939"
"HIV diagnoses","2016","Alaska","02","45-54","Black/African American","Female","All transmission categories","0","0.0","1,209"
"HIV diagnoses","2016","Alaska","02","35-44","Black/African American","Female","All transmission categories","0","0.0","1,352"
"HIV diagnoses","2016","Alaska","02","25-34","Black/African American","Female","All transmission categories","0","0.0","1,812"
"HIV diagnoses","2016","Alaska","02","13-24","Black/African American","Female","All transmission categories","0","0.0","2,095"
"HIV diagnoses","2015","Alaska","02","55+","Black/African American","Female","All transmission categories","0","0.0","1,870"
"HIV diagnoses","2015","Alaska","02","45-54","Black/African American","Female","All transmission categories","0","0.0","1,209"
"HIV diagnoses","2015","Alaska","02","35-44","Black/African American","Female","All transmission categories","0","0.0","1,290"
"HIV diagnoses","2015","Alaska","02","25-34","Black/African American","Female","All transmission categories","0","0.0","1,786"
"HIV diagnoses","2015","Alaska","02","13-24","Black/African American","Female","All transmission categories","0","0.0","2,100"
"HIV diagnoses","2014","Alaska","02","55+","Black/African American","Female","All transmission categories","0","0.0","1,851"
"HIV diagnoses","2014","Alaska","02","45-54","Black/African American","Female","All transmission categories","0","0.0","1,248"
"HIV diagnoses","2014","Alaska","02","35-44","Black/African American","Female","All transmission categories","0","0.0","1,277"
"HIV diagnoses","2014","Alaska","02","25-34","Black/African American","Female","All transmission categories","1","55.3","1,807"
"HIV diagnoses","2014","Alaska","02","13-24","Black/African American","Female","All transmission categories","0","0.0","2,121"
"HIV diagnoses","2013","Alaska","02","55+","Black/African American","Female","All transmission categories","0","0.0","1,801"
"HIV diagnoses","2013","Alaska","02","45-54","Black/African American","Female","All transmission categories","0","0.0","1,289"
"HIV diagnoses","2013","Alaska","02","35-44","Black/African American","Female","All transmission categories","0","0.0","1,314"
