education_group,state_name,state_fips,bene_yes,bene_no,total_bene,bene_yes_pct,bene_yes_pct_lcl,bene_yes_pct_ucl,age_adjusted_pct,age_adjusted_pct_lcl,age_adjusted_pct_ucl
"Did not graduate High School",Alabama,1,124,85,209,53.9491308370642,46.59545484132,61.3028068328083,48.4427360504943,35.7327503283683,61.1527217726204
"Graduated High School",Alabama,1,457,202,659,66.8603490628881,62.3414956527686,71.3792024730076,56.9628628662651,46.3176134807814,67.6081122517487
"Attended College or Technical School",Alabama,1,569,205,774,68.6728307807314,64.273772432345,73.0718891291179,59.1937299062503,50.6231275266798,67.7643322858208
"Graduated from College or Technical
School",Alabama,1,631,176,807,75.8106685028946,72.204997787493,79.4163392182962,66.5013349039578,58.2137094853326,74.7889603225831
"Don’t know/Not sure/Missing",Alabama,1,1,1,2,.,.,.,.,.,.
"Did not graduate High School",Alaska,2,54,67,121,39.0726642912473,26.7874629032565,51.3578656792381,37.1292302268222,23.5661873948391,50.6922730588052
"Graduated High School",Alaska,2,386,268,654,58.6854085777208,53.5529622016553,63.8178549537863,55.3583444357653,43.7041868570942,67.0125020144363
"Attended College or Technical School",Alaska,2,603,322,925,65.7494970562246,61.7473022197006,69.7516918927487,56.8850650990203,47.1079586410062,66.6621715570343
"Graduated from College or Technical
School",Alaska,2,902,402,1304,65.9613053930718,62.4390224669146,69.483588319229,57.8983978935092,50.955427009688,64.8413687773303
"Don’t know/Not sure/Missing",Alaska,2,4,4,8,.,.,.,.,.,.
"Did not graduate High School",Arizona,4,144,161,305,45.3426988500806,36.7623453085575,53.9230523916037,38.4209372814923,23.9323862551144,52.9094883078703
"Graduated High School",Arizona,4,536,399,935,55.5922901629808,50.4941660440741,60.6904142818874,45.3314787577603,36.0382419950732,54.6247155204473
"Attended College or Technical School",Arizona,4,1086,601,1687,66.0343265768255,62.4559539465589,69.6126992070921,57.3086329730773,49.2066010951544,65.4106648510001
"Graduated from College or Technical
School",Arizona,4,1524,658,2182,66.8311522878824,63.5621267326218,70.1001778431429,58.3028886558981,51.0352375316181,65.5705397801782
"Don’t know/Not sure/Missing",Arizona,4,9,12,21,.,.,.,.,.,.
"Did not graduate High School",Arkansas,5,117,79,196,56.9669243203884,48.8832701417447,65.050578499032,49.4920826073638,34.706941096784,64.2772241179436
"Graduated High School",Arkansas,5,537,307,844,61.0378297854568,57.1721058171158,64.9035537537978,54.6972499371247,46.3218786334462,63.0726212408033
"Attended College or Technical School",Arkansas,5,488,218,706,67.1854590963566,63.0967682037653,71.2741499889478,59.3029235891972,48.7305896312074,69.875257547187
"Graduated from College or Technical
School",Arkansas,5,643,258,901,68.3305436347477,64.6572431360159,72.0038441334795,60.1930269486922,52.28502325052,68.1010306468644
"Don’t know/Not sure/Missing",Arkansas,5,6,1,7,64.6236033792125,26.2239245413139,100,.,.,.
"Did not graduate High School",California,6,142,204,346,42.8900078913928,36.0961161916101,49.6838995911755,39.4741146672343,27.2180762385009,51.7301530959677
"Graduated High School",California,6,411,325,736,55.1622309228325,50.2189024821275,60.1055593635376,49.4845616171653,39.2908199245037,59.6783033098269
"Attended College or Technical School",California,6,758,405,1163,64.5870992175627,60.720169150179,68.4540292849465,54.3346041221995,46.9454458727531,61.723762371646
"Graduated from College or Technical
School",California,6,1569,668,2237,70.3209446874658,67.3942621469652,73.2476272279665,62.1173581911175,55.7374489721771,68.4972674100578
"Don’t know/Not sure/Missing",California,6,10,3,13,76.1740999126416,51.282117991904,100,64.8729126141157,54.2149683465462,75.5308568816851
"Did not graduate High School",Colorado,8,101,119,220,49.9717709077113,43.5051390605143,56.4384027549083,44.2709775665683,35.0446424502851,53.4973126828514
"Graduated High School",Colorado,8,428,302,730,60.2737393626909,55.7620767236136,64.7854020017682,50.6751264943083,42.9713616047688,58.3788913838478
"Attended College or Technical School",Colorado,8,767,352,1119,67.2613417116404,63.9222095220427,70.6004739012382,58.4240458288826,51.1534003000117,65.6946913577535
"Graduated from College or Technical
School",Colorado,8,1646,689,2335,69.1211262464664,66.8485221915005,71.3937303014323,60.4328597156187,56.0302225937128,64.8354968375247
"Don’t know/Not sure/Missing",Colorado,8,3,3,6,.,.,.,.,.,.
"Did not graduate High School",Connecticut,9,138,83,221,63.7656352004851,55.5014553330205,72.0298150679497,55.038250913866,40.4768477551988,69.5996540725332
"Graduated High School",Connecticut,9,644,284,928,73.160039125083,68.9610558819438,77.3590223682222,63.7002124903378,53.8830429673575,73.5173820133181
"Attended College or Technical School",Connecticut,9,805,272,1077,76.0029274723994,72.398513193531,79.6073417512677,64.9587375599232,55.3761013359639,74.5413737838825
"Graduated from College or Technical
School",Connecticut,9,2125,500,2625,79.0441634741211,76.8409757431804,81.2473512050619,70.6832718109646,64.9299612447534,76.4365823771757
"Don’t know/Not sure/Missing",Connecticut,9,13,7,20,.,.,.,.,.,.
"Did not graduate High School",Delaware,10,63,36,99,56.3025095016399,43.9281930865053,68.6768259167745,47.3686246145811,31.7392879105752,62.9979613185871
"Graduated High School",Delaware,10,346,164,510,66.9545771551365,61.4047657273726,72.5043885829004,57.192587858096,44.0708005326923,70.3143751834997
"Attended College or Technical School",Delaware,10,394,165,559,72.2472504899599,67.4886768056209,77.005824174299,61.5204006149453,48.9386600085787,74.102141221312
"Graduated from College or Technical
School",Delaware,10,686,237,923,73.5529032213246,69.8673002133981,77.2385062292512,63.5178502693265,55.0371983088506,71.9985022298025
"Don’t know/Not sure/Missing",Delaware,10,5,2,7,78.1898279998888,31.2530659347088,100,96.5076779978043,96.5076779978043,96.5076779978043
"Did not graduate High School","District of
Columbia",11,38,22,60,60.5769092355878,45.0054864189051,76.1483320522705,68.3130354725111,46.6887574292829,89.9373135157393
"Graduated High School","District of
Columbia",11,131,62,193,66.4618633335146,57.9058600573863,75.017866609643,52.0727922456441,39.2375251395601,64.9080593517281
"Attended College or Technical School","District of
Columbia",11,155,53,208,70.9759876694292,62.7129203363831,79.2390550024754,61.672787911863,40.5927464017717,82.7528294219542
"Graduated from College or Technical
School","District of
Columbia",11,685,227,912,73.179945143331,69.5994695506807,76.7604207359812,66.4535001597866,59.246563883543,73.6604364360302
"Don’t know/Not sure/Missing","District of
Columbia",11,4,0,4,100,100,100,.,.,.
"Did not graduate High School",Florida,12,212,175,387,44.190461705475,34.9856318415832,53.3952915693668,41.4382341804354,28.697164126316,54.1793042345548
"Graduated High School",Florida,12,1182,493,1675,69.9112352421946,65.5879677589317,74.2345027254576,58.247166857028,44.5594556608588,71.9348780531972
"Attended College or Technical School",Florida,12,1442,555,1997,67.4624452131712,62.9307889940059,71.9941014323366,58.4758731869309,45.7919675886982,71.1597787851635
"Graduated from College or Technical
School",Florida,12,1945,640,2585,72.1975813927182,68.8651327112666,75.5300300741698,63.5404394327281,55.8413789930615,71.2394998723947
"Don’t know/Not sure/Missing",Florida,12,12,4,16,72.9628460936545,15.3027905121648,100,89.4342286856038,67.5672537171344,100
"Did not graduate High School",Georgia,13,166,139,305,46.2183394826225,38.0351562422685,54.4015227229764,44.0630941736259,32.167296697561,55.9588916496908
"Graduated High School",Georgia,13,675,312,987,65.2591657050735,61.0746489251713,69.4436824849758,53.7209634160221,44.3902643058838,63.0516625261604
"Attended College or Technical School",Georgia,13,886,354,1240,68.6833359292925,64.9175626848302,72.4491091737548,57.9932426007344,51.0987313249155,64.8877538765533
"Graduated from College or Technical
School",Georgia,13,1415,470,1885,71.2541833074127,68.0232823103553,74.4850843044701,65.0465092742505,59.2065554199324,70.8864631285687
"Don’t know/Not sure/Missing",Georgia,13,8,2,10,71.7931944999396,59.6106098509366,83.9757791489425,96.4409495609396,95.4083224368618,97.4735766850173
"Did not graduate High School",Hawaii,15,54,53,107,41.3171312809137,29.185594576565,53.4486679852624,.,.,.
"Graduated High School",Hawaii,15,517,323,840,62.9183725153925,58.6369052627836,67.1998397680015,56.8392619020804,46.8874740206133,66.7910497835475
"Attended College or Technical School",Hawaii,15,811,349,1160,69.830812098856,66.2757276971246,73.3858965005874,57.832319083486,49.7182613389114,65.9463768280605
"Graduated from College or Technical
School",Hawaii,15,1327,484,1811,71.7455408228722,68.9709623738895,74.5201192718548,61.1427573498853,54.8581986592298,67.4273160405409
"Don’t know/Not sure/Missing",Hawaii,15,0,1,1,.,.,.,.,.,.
"Did not graduate High School",Idaho,16,71,87,158,42.1559485689001,33.1803095236388,51.1315876141614,38.4228324509954,21.6538848008518,55.191780101139
"Graduated High School",Idaho,16,414,273,687,61.6893499398219,57.5369213221684,65.8417785574754,51.5729267621178,43.1587130916671,59.9871404325685
"Attended College or Technical School",Idaho,16,672,355,1027,64.9762366468834,61.761549032018,68.1909242617487,55.7410840629797,48.9140474154778,62.5681207104816
"Graduated from College or Technical
School",Idaho,16,804,375,1179,69.0807564701509,66.1872882172023,71.9742247230995,61.1321118865155,55.4179134761423,66.8463102968887
"Don’t know/Not sure/Missing",Idaho,16,9,4,13,54.8661467998809,25.2191052807616,84.5131883190003,63.4616977856486,61.5919335831124,65.3314619881848
"Did not graduate High School",Illinois,17,86,87,173,53.9074063652315,45.2482341195319,62.5665786109312,48.9919230700837,31.0627158793306,66.9211302608368
"Graduated High School",Illinois,17,222,175,397,59.8598218041828,53.6266105119425,66.093033096423,54.0191678560865,42.2133957028658,65.8249400093072
"Attended College or Technical School",Illinois,17,322,173,495,68.3945750693343,63.4870312567393,73.3021188819294,57.8625429681345,46.6039911839693,69.1210947522997
"Graduated from College or Technical
School",Illinois,17,546,273,819,69.7973948187687,66.0151303455917,73.5796592919457,63.1635902517411,55.2099354135335,71.1172450899488
"Don’t know/Not sure/Missing",Illinois,17,2,0,2,.,.,.,.,.,.
"Did not graduate High School",Indiana,18,162,103,265,59.6327294765399,53.4424644192811,65.8229945337988,52.8927846646104,41.5854073292891,64.2001619999317
"Graduated High School",Indiana,18,1003,462,1465,67.0004561523136,64.1648679553769,69.8360443492503,53.8251479379725,47.7252920688641,59.925003807081
"Attended College or Technical School",Indiana,18,1022,393,1415,71.178016983987,68.5056664111928,73.8503675567812,62.9279807619234,56.9472564353121,68.9087050885346
"Graduated from College or Technical
School",Indiana,18,1476,490,1966,73.9209549810088,71.742297461923,76.0996125000946,64.8739070690231,60.2109403549183,69.5368737831279
"Don’t know/Not sure/Missing",Indiana,18,12,5,17,78.4723476494652,56.8969468404432,100,70.1463626095502,68.8942343815624,71.398490837538
"Did not graduate High School",Iowa,19,135,113,248,53.1815170372412,45.3995882558397,60.9634458186428,44.3416979129771,31.141416454779,57.5419793711752
"Graduated High School",Iowa,19,850,391,1241,67.2263305182902,64.0878176773628,70.3648433592176,54.7545699672633,47.4782485433359,62.0308913911906
"Attended College or Technical School",Iowa,19,985,364,1349,69.8654873603983,66.7612635901092,72.9697111306873,59.2327734993315,53.0152818861851,65.4502651124778
"Graduated from College or Technical
School",Iowa,19,1173,400,1573,71.1209414345342,68.380727009099,73.8611558599693,62.6293736239697,56.9179488692628,68.3407983786767
"Don’t know/Not sure/Missing",Iowa,19,1,0,1,.,.,.,.,.,.
"Did not graduate High School",Kansas,20,100,82,182,51.3289553323375,42.2059947722078,60.4519158924672,43.1882073630746,27.5982759038029,58.7781388223463
"Graduated High School",Kansas,20,823,436,1259,63.6024552628278,60.0974709302502,67.1074395954054,54.899524419488,46.099754011899,63.699294827077
"Attended College or Technical School",Kansas,20,1176,548,1724,65.1289539394376,62.1701293644168,68.0877785144584,56.2203508065855,49.8618727638096,62.5788288493614
"Graduated from College or Technical
School",Kansas,20,1738,654,2392,69.562716395363,66.9934150664107,72.1320177243152,60.4810566278373,55.1658790303005,65.796234225374
"Don’t know/Not sure/Missing",Kansas,20,7,4,11,.,.,.,.,.,.
"Did not graduate High School",Kentucky,21,108,81,189,57.5135377192494,48.2258465655209,66.801228872978,.,.,.
