LIS,STATE_NAME,STATE_FIPS,COUNTY_NAME,COUNTY_FIPS,BENE_N,TOTAL_N,PER_100K
No,Wisconsin,55,"Trempealeau County",55121,.,.,28.097780275358247
No,Wisconsin,55,"Vernon County",55123,.,.,64.62035541195478
No,Wisconsin,55,"Vilas County",55125,.,.,51.91209551825575
No,Wisconsin,55,"Walworth County",55127,.,.,13.456233600215299
No,Wisconsin,55,"Washburn County",55129,.,.,32.6797385620915
No,Wisconsin,55,"Washington County",55131,.,.,42.92898319636944
No,Wisconsin,55,"Waukesha County",55133,11,49987,22.005721487586772
No,Wisconsin,55,"Waushara County",55137,.,.,31.675641431738992
No,Wisconsin,55,"Winnebago County",55139,.,.,29.90207071839725
No,Wisconsin,55,"Wood County",55141,.,.,49.813200498132005
No,Wyoming,56,"Albany County",56001,.,.,48.37929366231253
No,Wyoming,56,"Big Horn County",56003,.,.,44.286979627989375
No,Wyoming,56,"Campbell County",56005,.,.,21.172983273343213
No,Wyoming,56,"Carbon County",56007,.,.,86.09556607834696
No,Wyoming,56,"Fremont County",56013,.,.,15.16070345664039
No,Wyoming,56,"Goshen County",56015,.,.,76.16146230007617
No,Wyoming,56,"Johnson County",56019,.,.,50.99439061703213
No,Wyoming,56,"Laramie County",56021,12,15346,78.19627264433728
No,Wyoming,56,"Lincoln County",56023,.,.,87.08272859216255
No,Wyoming,56,"Natrona County",56025,.,.,52.80295696559008
No,Wyoming,56,"Sheridan County",56033,.,.,48.69339392955689
No,Wyoming,56,"Sweetwater County",56037,.,.,37.74297037176826
No,Wyoming,56,"Teton County",56039,.,.,60.5143721633888
Yes,Alabama,1,"Autauga County",1001,.,.,327.6003276003276
Yes,Alabama,1,"Baldwin County",1003,16,4131,387.31541999515855
Yes,Alabama,1,"Barbour County",1005,11,1628,675.6756756756757
Yes,Alabama,1,"Bibb County",1007,.,.,238.09523809523813
Yes,Alabama,1,"Blount County",1009,.,.,137.1742112482853
Yes,Alabama,1,"Bullock County",1011,.,.,446.4285714285714
Yes,Alabama,1,"Butler County",1013,.,.,502.8735632183908
Yes,Alabama,1,"Calhoun County",1015,32,5137,622.9316721822075
Yes,Alabama,1,"Chambers County",1017,20,2276,878.7346221441126
Yes,Alabama,1,"Cherokee County",1019,.,.,418.41004184100416
Yes,Alabama,1,"Chilton County",1021,.,.,535.236396074933
Yes,Alabama,1,"Choctaw County",1023,.,.,273.47310847766636
Yes,Alabama,1,"Clarke County",1025,.,.,389.10505836575874
Yes,Alabama,1,"Clay County",1027,.,.,230.6805074971165
Yes,Alabama,1,"Cleburne County",1029,.,.,136.6120218579235
Yes,Alabama,1,"Coffee County",1031,12,1977,606.9802731411229
Yes,Alabama,1,"Colbert County",1033,11,2757,398.9844033369605
Yes,Alabama,1,"Conecuh County",1035,.,.,671.7850287907869
Yes,Alabama,1,"Coosa County",1037,.,.,780.2340702210663
Yes,Alabama,1,"Covington County",1039,.,.,205.42317173377157
Yes,Alabama,1,"Crenshaw County",1041,.,.,984.009840098401
Yes,Alabama,1,"Cullman County",1043,.,.,148.3679525222552
Yes,Alabama,1,"Dale County",1045,13,2336,556.5068493150685
Yes,Alabama,1,"Dallas County",1047,18,3228,557.6208178438661
Yes,Alabama,1,"DeKalb County",1049,.,.,286.77946659019216
Yes,Alabama,1,"Elmore County",1051,17,1887,900.9009009009009
Yes,Alabama,1,"Escambia County",1053,.,.,249.62556165751374
Yes,Alabama,1,"Etowah County",1055,26,5254,494.86105824133995
Yes,Alabama,1,"Fayette County",1057,.,.,94.5179584120983
Yes,Alabama,1,"Franklin County",1059,.,.,117.43981209630064
Yes,Alabama,1,"Geneva County",1061,.,.,419.16167664670655
Yes,Alabama,1,"Greene County",1063,.,.,662.9834254143647
Yes,Alabama,1,"Hale County",1065,14,1453,963.5237439779766
Yes,Alabama,1,"Henry County",1067,.,.,211.19324181626186
Yes,Alabama,1,"Houston County",1069,36,5073,709.6392667060911
Yes,Alabama,1,"Jackson County",1071,.,.,110.49723756906079
Yes,Alabama,1,"Jefferson County",1073,315,14955,2106.318956870612
Yes,Alabama,1,"Lamar County",1075,.,.,98.91196834817012
Yes,Alabama,1,"Lauderdale County",1077,.,.,202.0712301086133
Yes,Alabama,1,"Lawrence County",1079,.,.,176.8867924528302
Yes,Alabama,1,"Lee County",1081,28,3839,729.3566032821047
Yes,Alabama,1,"Limestone County",1083,.,.,308.52294639413805
Yes,Alabama,1,"Lowndes County",1085,.,.,457.3170731707317
Yes,Alabama,1,"Macon County",1087,13,1003,1296.111665004985
Yes,Alabama,1,"Madison County",1089,59,7813,755.1516702931012
Yes,Alabama,1,"Marengo County",1091,.,.,290.69767441860466
Yes,Alabama,1,"Marion County",1093,.,.,433.60433604336043
Yes,Alabama,1,"Marshall County",1095,25,4352,574.4485294117648
Yes,Alabama,1,"Mobile County",1097,112,11201,999.9107222569413
Yes,Alabama,1,"Monroe County",1099,.,.,137.26835964310226
Yes,Alabama,1,"Montgomery County",1101,75,6494,1154.9122266707732
Yes,Alabama,1,"Morgan County",1103,19,4457,426.29571460623737
Yes,Alabama,1,"Perry County",1105,.,.,268.0965147453083
Yes,Alabama,1,"Pickens County",1107,11,1476,745.2574525745257
Yes,Alabama,1,"Pike County",1109,17,1424,1193.8202247191011
Yes,Alabama,1,"Randolph County",1111,.,.,307.21966205837174
Yes,Alabama,1,"Russell County",1113,.,.,435.9197907585004
Yes,Alabama,1,"St. Clair County",1115,16,1857,861.6047388260636
Yes,Alabama,1,"Shelby County",1117,12,2157,556.3282336578582
Yes,Alabama,1,"Sumter County",1119,.,.,503.77833753148616
Yes,Alabama,1,"Talladega County",1121,25,4014,622.8201295465869
Yes,Alabama,1,"Tallapoosa County",1123,12,2742,437.636761487965
Yes,Alabama,1,"Tuscaloosa County",1125,56,6957,804.9446600546212
Yes,Alabama,1,"Walker County",1127,11,2818,390.3477643718949
Yes,Alabama,1,"Washington County",1129,.,.,204.70829068577277
Yes,Alabama,1,"Wilcox County",1131,.,.,311.7692907248636
Yes,Alabama,1,"Winston County",1133,.,.,65.359477124183
Yes,Alabama,1,,1999,.,.,529.1005291005291
Yes,Alaska,2,"Anchorage Borough",2020,63,7642,824.3915205443601
Yes,Alaska,2,"Bethel Census Area",2050,.,.,272.10884353741494
Yes,Alaska,2,"Dillingham Census Area",2070,.,.,2173.913043478261
Yes,Alaska,2,"Fairbanks North Star Borough",2090,.,.,390.18952062430327
Yes,Alaska,2,"Juneau Borough",2110,.,.,352.5264394829612
Yes,Alaska,2,"Kenai Peninsula Borough",2122,.,.,359.3429158110883
Yes,Alaska,2,"Ketchikan Gateway Borough",2130,.,.,212.31422505307856
Yes,Alaska,2,"Kodiak Island Borough",2150,.,.,303.951367781155
Yes,Alaska,2,,2158,.,.,307.6923076923077
Yes,Alaska,2,"Matanuska-Susitna Borough",2170,.,.,372.85607755406414
Yes,Alaska,2,"Sitka Borough",2220,.,.,423.728813559322
Yes,Alaska,2,"Southeast Fairbanks Census Area",2240,.,.,769.2307692307693
Yes,Alaska,2,,2275,.,.,1190.4761904761904
Yes,Arizona,4,"Apache County",4001,14,4072,343.811394891945
Yes,Arizona,4,"Cochise County",4003,.,.,223.56360384529395
Yes,Arizona,4,"Coconino County",4005,13,3328,390.625
Yes,Arizona,4,"Gila County",4007,.,.,85.65310492505353
Yes,Arizona,4,"Graham County",4009,.,.,326.79738562091507
Yes,Arizona,4,"La Paz County",4012,.,.,109.2896174863388
Yes,Arizona,4,"Maricopa County",4013,358,55655,643.2485850327913
Yes,Arizona,4,"Mohave County",4015,30,8242,363.98932297985925
Yes,Arizona,4,"Navajo County",4017,18,5307,339.17467495760314
Yes,Arizona,4,"Pima County",4019,103,19043,540.881163682193
Yes,Arizona,4,"Pinal County",4021,29,8023,361.4608001994266
Yes,Arizona,4,"Santa Cruz County",4023,.,.,323.2062055591467
Yes,Arizona,4,"Yavapai County",4025,28,7321,382.4614123753586
Yes,Arizona,4,"Yuma County",4027,22,7786,282.55843822245055
Yes,Arizona,4,,4999,.,.,564.9717514124294
Yes,Arkansas,5,"Arkansas County",5001,.,.,656.4551422319474
Yes,Arkansas,5,"Ashley County",5003,.,.,349.04013961605585
Yes,Arkansas,5,"Baxter County",5005,.,.,229.88505747126436
Yes,Arkansas,5,"Benton County",5007,18,4487,401.1589034989971
Yes,Arkansas,5,"Boone County",5009,.,.,113.05822498586771
Yes,Arkansas,5,"Bradley County",5011,.,.,156.98587127158558
Yes,Arkansas,5,"Carroll County",5015,.,.,467.7268475210477
Yes,Arkansas,5,"Chicot County",5017,.,.,226.50056625141565
Yes,Arkansas,5,"Clark County",5019,.,.,122.69938650306749
Yes,Arkansas,5,"Cleburne County",5023,.,.,244.29967426710095
Yes,Arkansas,5,"Columbia County",5027,.,.,309.1190108191654
Yes,Arkansas,5,"Conway County",5029,.,.,187.96992481203006
Yes,Arkansas,5,"Craighead County",5031,15,3772,397.6670201484623
Yes,Arkansas,5,"Crawford County",5033,.,.,85.36064874093043
Yes,Arkansas,5,"Crittenden County",5035,23,2626,875.8568164508758
Yes,Arkansas,5,"Cross County",5037,.,.,439.07793633369926
Yes,Arkansas,5,"Desha County",5041,.,.,367.1970624235006
Yes,Arkansas,5,"Drew County",5043,.,.,100.2004008016032
Yes,Arkansas,5,"Faulkner County",5045,15,3086,486.06610499027863
Yes,Arkansas,5,"Franklin County",5047,.,.,269.54177897574124
Yes,Arkansas,5,"Fulton County",5049,.,.,261.437908496732
Yes,Arkansas,5,"Garland County",5051,20,4146,482.392667631452
Yes,Arkansas,5,"Grant County",5053,.,.,165.01650165016503
Yes,Arkansas,5,"Greene County",5055,.,.,147.42014742014743
Yes,Arkansas,5,"Hempstead County",5057,.,.,86.05851979345955
Yes,Arkansas,5,"Hot Spring County",5059,.,.,597.2130059721301
Yes,Arkansas,5,"Independence County",5063,.,.,261.6431187859759
Yes,Arkansas,5,"Izard County",5065,.,.,109.17030567685589
Yes,Arkansas,5,"Jackson County",5067,.,.,89.76660682226212
Yes,Arkansas,5,"Jefferson County",5069,25,3305,756.4296520423601
Yes,Arkansas,5,"Lafayette County",5073,.,.,189.75332068311195
Yes,Arkansas,5,"Lawrence County",5075,.,.,178.73100983020555
Yes,Arkansas,5,"Lee County",5077,.,.,154.5595054095827
Yes,Arkansas,5,"Lincoln County",5079,.,.,320.5128205128205
Yes,Arkansas,5,"Little River County",5081,.,.,813.0081300813009
Yes,Arkansas,5,"Logan County",5083,.,.,86.05851979345955
Yes,Arkansas,5,"Lonoke County",5085,.,.,137.1742112482853
Yes,Arkansas,5,"Madison County",5087,.,.,138.12154696132595
Yes,Arkansas,5,"Marion County",5089,.,.,330.03300330033005
Yes,Arkansas,5,"Miller County",5091,.,.,382.5136612021858
Yes,Arkansas,5,"Mississippi County",5093,.,.,397.2983710766786
Yes,Arkansas,5,"Montgomery County",5097,.,.,393.7007874015748
Yes,Arkansas,5,"Nevada County",5099,.,.,378.7878787878788
Yes,Arkansas,5,"Newton County",5101,.,.,185.1851851851852
Yes,Arkansas,5,"Ouachita County",5103,.,.,440.5286343612335
Yes,Arkansas,5,"Perry County",5105,.,.,198.01980198019803
Yes,Arkansas,5,"Phillips County",5107,.,.,279.91602519244225
Yes,Arkansas,5,"Poinsett County",5111,.,.,169.01408450704227
Yes,Arkansas,5,"Pope County",5115,.,.,199.4415636218588
Yes,Arkansas,5,"Prairie County",5117,.,.,208.76826722338203
Yes,Arkansas,5,"Pulaski County",5119,121,13333,907.5226880672017
Yes,Arkansas,5,"St. Francis County",5123,12,1477,812.4576844955992
Yes,Arkansas,5,"Saline County",5125,.,.,180.72289156626508
Yes,Arkansas,5,"Searcy County",5129,.,.,160
Yes,Arkansas,5,"Sebastian County",5131,20,4926,406.00893219650834
Yes,Arkansas,5,"Sharp County",5135,.,.,446.4285714285714
Yes,Arkansas,5,"Stone County",5137,.,.,99.50248756218905
Yes,Arkansas,5,"Union County",5139,12,2197,546.1993627674101
Yes,Arkansas,5,"Washington County",5143,23,5110,450.0978473581213
Yes,Arkansas,5,"White County",5145,15,3485,430.416068866571
Yes,Arkansas,5,"Woodruff County",5147,.,.,672.2689075630252
Yes,Arkansas,5,"Yell County",5149,.,.,166.52789342214822
Yes,Arkansas,5,,5999,.,.,704.2253521126761
Yes,California,6,"Alameda County",6001,532,45267,1175.2490776945676
Yes,California,6,"Alpine County",6003,.,.,2500
Yes,California,6,"Amador County",6005,13,1150,1130.4347826086957
Yes,California,6,"Butte County",6007,42,9947,422.237860661506
Yes,California,6,"Calaveras County",6009,.,.,638.5696040868455
Yes,California,6,"Colusa County",6011,.,.,99.2063492063492
Yes,California,6,"Contra Costa County",6013,193,23801,810.8902987269443
Yes,California,6,"Del Norte County",6015,.,.,432.3656578134651
Yes,California,6,"El Dorado County",6017,28,4102,682.5938566552901
Yes,California,6,"Fresno County",6019,172,33111,519.464830418894
Yes,California,6,"Glenn County",6021,.,.,328.515111695138
Yes,California,6,"Humboldt County",6023,49,6439,760.9877310141326
Yes,California,6,"Imperial County",6025,44,13258,331.87509428269726
Yes,California,6,"Inyo County",6027,.,.,578.0346820809249
Yes,California,6,"Kern County",6029,136,27967,486.2874101619766
Yes,California,6,"Kings County",6031,14,4804,291.4238134887594
Yes,California,6,"Lake County",6033,49,4730,1035.9408033826637
Yes,California,6,"Lassen County",6035,.,.,387.5968992248062
Yes,California,6,"Los Angeles County",6037,2589,321707,804.7695573922856
Yes,California,6,"Madera County",6039,13,5065,256.6633761105627
Yes,California,6,"Marin County",6041,43,4224,1017.9924242424242
Yes,California,6,"Mariposa County",6043,.,.,819.672131147541
Yes,California,6,"Mendocino County",6045,53,5382,984.7640282422892
Yes,California,6,"Merced County",6047,38,11348,334.8607684173423
Yes,California,6,"Modoc County",6049,.,.,181.48820326678765
Yes,California,6,"Monterey County",6053,68,13655,497.9860856829
Yes,California,6,"Napa County",6055,25,4115,607.5334143377886
Yes,California,6,"Nevada County",6057,17,3191,532.748354747728
Yes,California,6,"Orange County",6059,321,69043,464.92765378097704
Yes,California,6,"Placer County",6061,46,6020,764.1196013289036
Yes,California,6,"Plumas County",6063,.,.,874.6355685131196
Yes,California,6,"Riverside County",6065,653,48666,1341.7992027288046
Yes,California,6,"Sacramento County",6067,479,45361,1055.9731928308458
Yes,California,6,"San Benito County",6069,.,.,186.33540372670808
Yes,California,6,"San Bernardino County",6071,289,51473,561.4594059021234
Yes,California,6,"San Diego County",6073,748,69762,1072.2169662567014
Yes,California,6,"San Francisco County",6075,1297,39066,3320.0225259816725
Yes,California,6,"San Joaquin County",6077,104,21917,474.5174978327326
Yes,California,6,"San Luis Obispo County",6079,46,7430,619.1117092866756
Yes,California,6,"San Mateo County",6081,51,10910,467.4610449129239
Yes,California,6,"Santa Barbara County",6083,55,12394,443.76311118283036
Yes,California,6,"Santa Clara County",6085,170,46628,364.5878013210946
Yes,California,6,"Santa Cruz County",6087,68,8498,800.1882795951989
Yes,California,6,"Shasta County",6089,61,10486,581.7280183101278
Yes,California,6,"Sierra County",6091,.,.,1226.993865030675
Yes,California,6,"Siskiyou County",6093,18,2877,625.6517205422315
Yes,California,6,"Solano County",6095,101,11768,858.2596872875595
Yes,California,6,"Sonoma County",6097,184,11677,1575.7471953412692
Yes,California,6,"Stanislaus County",6099,77,18817,409.2044427910932
Yes,California,6,"Sutter County",6101,16,4588,348.7358326068004
Yes,California,6,"Tehama County",6103,.,.,270.7825616030328
Yes,California,6,"Trinity County",6105,.,.,524.2463958060289
Yes,California,6,"Tulare County",6107,48,19465,246.59645517595683
Yes,California,6,"Tuolumne County",6109,.,.,350.56967572304995
Yes,California,6,"Ventura County",6111,87,22269,390.6776236023171
Yes,California,6,"Yolo County",6113,29,5551,522.4283912808503
Yes,California,6,"Yuba County",6115,22,3739,588.3926183471516
Yes,California,6,,6999,.,.,1123.5955056179776
Yes,Colorado,8,"Adams County",8001,45,7744,581.095041322314
Yes,Colorado,8,"Alamosa County",8003,.,.,400.5340453938585
Yes,Colorado,8,"Arapahoe County",8005,72,8203,877.7276606119713
Yes,Colorado,8,"Baca County",8009,.,.,446.4285714285714
Yes,Colorado,8,"Bent County",8011,.,.,668.8963210702341
Yes,Colorado,8,"Boulder County",8013,21,4108,511.19766309639726
Yes,Colorado,8,,8014,.,.,764.8183556405354
Yes,Colorado,8,"Chaffee County",8015,.,.,185.87360594795538
Yes,Colorado,8,"Conejos County",8021,.,.,356.50623885918003
Yes,Colorado,8,"Costilla County",8023,.,.,269.54177897574124
Yes,Colorado,8,"Crowley County",8025,.,.,386.1003861003861
Yes,Colorado,8,"Custer County",8027,.,.,621.1180124223602
Yes,Colorado,8,"Delta County",8029,.,.,162.86644951140065
Yes,Colorado,8,"Denver County",8031,161,12668,1270.9188506473001
Yes,Colorado,8,"Dolores County",8033,.,.,1265.8227848101264
Yes,Colorado,8,"Douglas County",8035,.,.,575.0431282346176
Yes,Colorado,8,"Eagle County",8037,.,.,524.9343832020998
Yes,Colorado,8,"Elbert County",8039,.,.,347.22222222222223
Yes,Colorado,8,"El Paso County",8041,64,12133,527.4870188741448
Yes,Colorado,8,"Fremont County",8043,.,.,473.4350341925302
Yes,Colorado,8,"Garfield County",8045,.,.,420.16806722689074
Yes,Colorado,8,"Gilpin County",8047,.,.,1010.1010101010102
Yes,Colorado,8,"Gunnison County",8051,.,.,1515.1515151515152
Yes,Colorado,8,"Huerfano County",8055,.,.,584.7953216374269
Yes,Colorado,8,"Jefferson County",8059,52,7391,703.5583818157218
Yes,Colorado,8,"La Plata County",8067,.,.,171.23287671232876
Yes,Colorado,8,"Larimer County",8069,21,5468,384.05267008046815
Yes,Colorado,8,"Las Animas County",8071,.,.,294.4062806673209
Yes,Colorado,8,"Lincoln County",8073,.,.,452.48868778280547
Yes,Colorado,8,"Logan County",8075,.,.,124.06947890818859
Yes,Colorado,8,"Mesa County",8077,19,4226,449.59772834831995
Yes,Colorado,8,"Moffat County",8081,.,.,261.7801047120419
Yes,Colorado,8,"Montezuma County",8083,.,.,414.9377593360996
Yes,Colorado,8,"Montrose County",8085,.,.,192.30769230769232
Yes,Colorado,8,"Morgan County",8087,.,.,297.91459781529295
Yes,Colorado,8,"Otero County",8089,.,.,703.6747458952307
Yes,Colorado,8,"Park County",8093,.,.,294.11764705882354
Yes,Colorado,8,"Pueblo County",8101,40,7598,526.454330086865
Yes,Colorado,8,"Rio Grande County",8105,.,.,338.6004514672686
Yes,Colorado,8,"Saguache County",8109,.,.,619.1950464396285
Yes,Colorado,8,"Summit County",8117,.,.,1324.5033112582782
Yes,Colorado,8,"Teller County",8119,.,.,172.41379310344828
Yes,Colorado,8,"Washington County",8121,.,.,1025.6410256410256
Yes,Colorado,8,"Weld County",8123,12,5931,202.32675771370765
Yes,Colorado,8,"Yuma County",8125,.,.,294.9852507374631
Yes,Colorado,8,,8999,.,.,980.3921568627451
Yes,Connecticut,9,"Fairfield County",9001,217,25806,840.8897155700225
Yes,Connecticut,9,"Hartford County",9003,290,34111,850.1656357186832
Yes,Connecticut,9,"Litchfield County",9005,26,7427,350.07405412683454
Yes,Connecticut,9,"Middlesex County",9007,39,5491,710.2531415042797
Yes,Connecticut,9,"New Haven County",9009,394,34403,1145.2489608464377
Yes,Connecticut,9,"New London County",9011,89,11358,783.5886599753478
Yes,Connecticut,9,"Tolland County",9013,18,4012,448.65403788634103
Yes,Connecticut,9,"Windham County",9015,27,5862,460.5936540429887
Yes,Delaware,10,"Kent County",10001,77,6724,1145.1516954193933
Yes,Delaware,10,"New Castle County",10003,260,15096,1722.3105458399577
Yes,Delaware,10,"Sussex County",10005,89,7894,1127.4385609323538
Yes,Delaware,10,,10999,.,.,2083.333333333333
Yes,"District of Columbia",11,"District of Columbia",11001,1295,29452,4396.984924623116
Yes,Florida,12,"Alachua County",12001,99,6494,1524.4841392054204
Yes,Florida,12,"Baker County",12003,.,.,841.3461538461538
Yes,Florida,12,"Bay County",12005,33,4989,661.455201443175
Yes,Florida,12,"Bradford County",12007,13,1124,1156.5836298932384
Yes,Florida,12,"Brevard County",12009,202,14618,1381.8579833082501
Yes,Florida,12,"Broward County",12011,1047,37893,2763.043306151532
Yes,Florida,12,"Calhoun County",12013,.,.,150.82956259426848
Yes,Florida,12,"Charlotte County",12015,43,5006,858.9692369157011
Yes,Florida,12,"Citrus County",12017,37,5698,649.3506493506494
Yes,Florida,12,"Clay County",12019,20,3995,500.6257822277847
Yes,Florida,12,"Collier County",12021,75,6600,1136.3636363636365
Yes,Florida,12,"Columbia County",12023,30,3137,956.3277016257571
Yes,Florida,12,"DeSoto County",12027,13,1335,973.7827715355805
Yes,Florida,12,"Dixie County",12029,.,.,690.335305719921
Yes,Florida,12,"Duval County",12031,406,25171,1612.9673036430813
Yes,Florida,12,"Escambia County",12033,146,10350,1410.6280193236717
Yes,Florida,12,"Flagler County",12035,26,2462,1056.0519902518279
Yes,Florida,12,"Franklin County",12037,.,.,945.6264775413712
Yes,Florida,12,"Gadsden County",12039,24,1993,1204.2147516307075
Yes,Florida,12,"Gilchrist County",12041,.,.,593.4718100890208
Yes,Florida,12,"Glades County",12043,.,.,1092.896174863388
Yes,Florida,12,"Gulf County",12045,.,.,818.3306055646482
Yes,Florida,12,"Hamilton County",12047,11,714,1540.6162464985996
Yes,Florida,12,"Hardee County",12049,.,.,551.9779208831648
Yes,Florida,12,"Hendry County",12051,25,1676,1491.6467780429593
Yes,Florida,12,"Hernando County",12053,58,4891,1185.8515640973214
Yes,Florida,12,"Highlands County",12055,44,4315,1019.6987253765933
Yes,Florida,12,"Hillsborough County",12057,494,30281,1631.3860176348207
Yes,Florida,12,"Holmes County",12059,.,.,667.9389312977099
Yes,Florida,12,"Indian River County",12061,77,4520,1703.5398230088497
Yes,Florida,12,"Jackson County",12063,24,2446,981.1937857726901
Yes,Florida,12,"Jefferson County",12065,.,.,1075.268817204301
Yes,Florida,12,"Lafayette County",12067,.,.,680.2721088435374
Yes,Florida,12,"Lake County",12069,86,8929,963.1537686191064
Yes,Florida,12,"Lee County",12071,230,16147,1424.4132036910883
Yes,Florida,12,"Leon County",12073,81,5170,1566.7311411992264
Yes,Florida,12,"Levy County",12075,13,2302,564.7263249348393
Yes,Florida,12,"Liberty County",12077,.,.,341.29692832764505
Yes,Florida,12,"Madison County",12079,.,.,979.4319294809012
Yes,Florida,12,"Manatee County",12081,111,7557,1468.8368400158793
Yes,Florida,12,"Marion County",12083,97,12233,792.9371372516963
Yes,Florida,12,"Martin County",12085,45,2836,1586.7418899858956
Yes,Florida,12,,12086,1673,90818,1842.145830121782
Yes,Florida,12,"Monroe County",12087,94,2084,4510.556621880998
Yes,Florida,12,"Nassau County",12089,.,.,431.0344827586207
Yes,Florida,12,"Okaloosa County",12091,37,4317,857.076673615937
Yes,Florida,12,"Okeechobee County",12093,13,1516,857.5197889182058
Yes,Florida,12,"Orange County",12095,451,24899,1811.3177236033575
Yes,Florida,12,"Osceola County",12097,72,8126,886.0447944868324
Yes,Florida,12,"Palm Beach County",12099,663,26391,2512.220075025577
Yes,Florida,12,"Pasco County",12101,156,13821,1128.7171695246363
Yes,Florida,12,"Pinellas County",12103,518,26253,1973.107835295014
Yes,Florida,12,"Polk County",12105,167,18156,919.8061246970698
Yes,Florida,12,"Putnam County",12107,35,4015,871.7310087173101
Yes,Florida,12,"St. Johns County",12109,41,3904,1050.2049180327867
Yes,Florida,12,"St. Lucie County",12111,246,8900,2764.0449438202245
Yes,Florida,12,"Santa Rosa County",12113,31,3850,805.1948051948051
Yes,Florida,12,"Sarasota County",12115,101,9645,1047.1747019180923
Yes,Florida,12,"Seminole County",12117,87,8021,1084.6527864356067
Yes,Florida,12,"Sumter County",12119,25,2556,978.0907668231613
Yes,Florida,12,"Suwannee County",12121,27,2266,1191.5269196822596
Yes,Florida,12,"Taylor County",12123,.,.,707.0707070707072
Yes,Florida,12,"Union County",12125,.,.,431.9654427645789
Yes,Florida,12,"Volusia County",12127,152,14209,1069.7445281159828
Yes,Florida,12,"Wakulla County",12129,.,.,397.35099337748346
Yes,Florida,12,"Walton County",12131,.,.,518.6721991701245
Yes,Florida,12,"Washington County",12133,11,1318,834.5978755690439
Yes,Florida,12,,12999,.,.,1324.5033112582782
Yes,Georgia,13,"Appling County",13001,.,.,327.51091703056767
Yes,Georgia,13,"Bacon County",13005,.,.,891.2655971479501
Yes,Georgia,13,"Baldwin County",13009,13,1510,860.9271523178808
Yes,Georgia,13,"Banks County",13011,.,.,143.47202295552367
Yes,Georgia,13,"Barrow County",13013,14,2160,648.1481481481482
Yes,Georgia,13,"Bartow County",13015,25,3075,813.0081300813009
Yes,Georgia,13,"Ben Hill County",13017,.,.,277.5208140610546
Yes,Georgia,13,"Berrien County",13019,.,.,700.7007007007007
Yes,Georgia,13,"Bibb County",13021,77,6136,1254.889178617992
Yes,Georgia,13,"Bleckley County",13023,.,.,1162.7906976744187
Yes,Georgia,13,"Brantley County",13025,.,.,375.4693366708385
Yes,Georgia,13,"Brooks County",13027,.,.,369.3444136657433
Yes,Georgia,13,"Bryan County",13029,.,.,148.8095238095238
Yes,Georgia,13,"Bulloch County",13031,19,2137,889.0968647636873
Yes,Georgia,13,"Burke County",13033,14,1064,1315.7894736842104
Yes,Georgia,13,"Butts County",13035,.,.,492.0049200492005
Yes,Georgia,13,"Calhoun County",13037,.,.,808.6253369272238
Yes,Georgia,13,"Camden County",13039,11,1174,936.9676320272573
Yes,Georgia,13,"Candler County",13043,.,.,1470.5882352941176
Yes,Georgia,13,"Carroll County",13045,23,3810,603.6745406824147
Yes,Georgia,13,"Catoosa County",13047,.,.,475.05938242280286
Yes,Georgia,13,"Charlton County",13049,.,.,347.22222222222223
Yes,Georgia,13,"Chatham County",13051,120,6418,1869.741352446245
Yes,Georgia,13,"Chattooga County",13055,.,.,136.89253935660506
Yes,Georgia,13,"Cherokee County",13057,13,2680,485.07462686567163
Yes,Georgia,13,"Clarke County",13059,34,3025,1123.9669421487602
Yes,Georgia,13,"Clay County",13061,.,.,1075.268817204301
Yes,Georgia,13,"Clayton County",13063,119,7024,1694.1913439635537
Yes,Georgia,13,"Clinch County",13065,.,.,647.9481641468683
Yes,Georgia,13,"Cobb County",13067,113,8607,1312.8848611595215
Yes,Georgia,13,"Coffee County",13069,11,2089,526.5677357587363
Yes,Georgia,13,"Colquitt County",13071,31,2341,1324.2204186245194
Yes,Georgia,13,"Columbia County",13073,11,1857,592.3532579429186
Yes,Georgia,13,"Cook County",13075,.,.,918.3673469387755
Yes,Georgia,13,"Coweta County",13077,14,2608,536.8098159509203
Yes,Georgia,13,"Crawford County",13079,.,.,597.609561752988
Yes,Georgia,13,"Crisp County",13081,12,1099,1091.901728844404
Yes,Georgia,13,"Dade County",13083,.,.,433.5260115606936
Yes,Georgia,13,"Dawson County",13085,.,.,657.8947368421052
Yes,Georgia,13,"Decatur County",13087,.,.,653.1678641410842
Yes,Georgia,13,"DeKalb County",13089,371,15075,2461.028192371476
Yes,Georgia,13,"Dodge County",13091,13,1099,1182.8935395814376
Yes,Georgia,13,"Dooly County",13093,.,.,722.0216606498195
Yes,Georgia,13,"Dougherty County",13095,56,4228,1324.5033112582782
Yes,Georgia,13,"Douglas County",13097,32,3114,1027.6172125883108
Yes,Georgia,13,"Early County",13099,.,.,153.60983102918587
Yes,Georgia,13,"Effingham County",13103,.,.,630.9148264984227
Yes,Georgia,13,"Elbert County",13105,.,.,437.06293706293707
Yes,Georgia,13,"Emanuel County",13107,.,.,373.69207772795215
Yes,Georgia,13,"Evans County",13109,.,.,808.0808080808081
Yes,Georgia,13,"Fannin County",13111,.,.,265.017667844523
Yes,Georgia,13,"Fayette County",13113,.,.,734.7538574577517
Yes,Georgia,13,"Floyd County",13115,35,4147,843.9836026042922
