Indicator,Year,Geography,FIPS,Age Group,Race/Ethnicity,Sex,Transmission Category,Cases,Rate per 100000,Population
"HIV diagnoses","2025","Alabama","01","Ages 13 years and older","Black/African American","Female","All transmission categories","Data not available","Data not available","NA"
"HIV diagnoses","2025","Alaska","02","Ages 13 years and older","Black/African American","Female","All transmission categories","Data not available","Data not available","NA"
"HIV diagnoses","2025","American Samoa","60","Ages 13 years and older","Black/African American","Female","All transmission categories","Data not available","Data not available","NA"
"HIV diagnoses","2025","Arizona","04","Ages 13 years and older","Black/African American","Female","All transmission categories","Data not available","Data not available","NA"
"HIV diagnoses","2025","Arkansas","05","Ages 13 years and older","Black/African American","Female","All transmission categories","Data not available","Data not available","NA"
"HIV diagnoses","2025","California","06","Ages 13 years and older","Black/African American","Female","All transmission categories","Data not available","Data not available","NA"
"HIV diagnoses","2025","Colorado","08","Ages 13 years and older","Black/African American","Female","All transmission categories","Data not available","Data not available","NA"
"HIV diagnoses","2025","Connecticut","09","Ages 13 years and older","Black/African American","Female","All transmission categories","Data not available","Data not available","NA"
"HIV diagnoses","2025","Delaware","10","Ages 13 years and older","Black/African American","Female","All transmission categories","Data not available","Data not available","NA"
"HIV diagnoses","2025","District of Columbia","11","Ages 13 years and older","Black/African American","Female","All transmission categories","Data not available","Data not available","NA"
"HIV diagnoses","2025","Florida","12","Ages 13 years and older","Black/African American","Female","All transmission categories","Data not available","Data not available","NA"
"HIV diagnoses","2025","Georgia","13","Ages 13 years and older","Black/African American","Female","All transmission categories","Data not available","Data not available","NA"
"HIV diagnoses","2025","Guam","66","Ages 13 years and older","Black/African American","Female","All transmission categories","Data not available","Data not available","NA"
"HIV diagnoses","2025","Hawaii","15","Ages 13 years and older","Black/African American","Female","All transmission categories","Data not available","Data not available","NA"
"HIV diagnoses","2025","Idaho","16","Ages 13 years and older","Black/African American","Female","All transmission categories","Data not available","Data not available","NA"
"HIV diagnoses","2025","Illinois","17","Ages 13 years and older","Black/African American","Female","All transmission categories","Data not available","Data not available","NA"
"HIV diagnoses","2025","Indiana","18","Ages 13 years and older","Black/African American","Female","All transmission categories","Data not available","Data not available","NA"
"HIV diagnoses","2025","Iowa","19","Ages 13 years and older","Black/African American","Female","All transmission categories","Data not available","Data not available","NA"
"HIV diagnoses","2025","Kansas","20","Ages 13 years and older","Black/African American","Female","All transmission categories","Data not available","Data not available","NA"
"HIV diagnoses","2025","Kentucky","21","Ages 13 years and older","Black/African American","Female","All transmission categories","Data not available","Data not available","NA"
"HIV diagnoses","2025","Louisiana","22","Ages 13 years and older","Black/African American","Female","All transmission categories","Data not available","Data not available","NA"
"HIV diagnoses","2025","Maine","23","Ages 13 years and older","Black/African American","Female","All transmission categories","Data not available","Data not available","NA"
"HIV diagnoses","2025","Maryland","24","Ages 13 years and older","Black/African American","Female","All transmission categories","Data not available","Data not available","NA"
"HIV diagnoses","2025","Massachusetts","25","Ages 13 years and older","Black/African American","Female","All transmission categories","Data not available","Data not available","NA"
"HIV diagnoses","2025","Michigan","26","Ages 13 years and older","Black/African American","Female","All transmission categories","Data not available","Data not available","NA"
"HIV diagnoses","2025","Minnesota","27","Ages 13 years and older","Black/African American","Female","All transmission categories","Data not available","Data not available","NA"
"HIV diagnoses","2025","Mississippi","28","Ages 13 years and older","Black/African American","Female","All transmission categories","Data not available","Data not available","NA"
"HIV diagnoses","2025","Missouri","29","Ages 13 years and older","Black/African American","Female","All transmission categories","Data not available","Data not available","NA"
"HIV diagnoses","2025","Montana","30","Ages 13 years and older","Black/African American","Female","All transmission categories","Data not available","Data not available","NA"
"HIV diagnoses","2025","Nebraska","31","Ages 13 years and older","Black/African American","Female","All transmission categories","Data not available","Data not available","NA"
"HIV diagnoses","2025","Nevada","32","Ages 13 years and older","Black/African American","Female","All transmission categories","Data not available","Data not available","NA"
"HIV diagnoses","2025","New Hampshire","33","Ages 13 years and older","Black/African American","Female","All transmission categories","Data not available","Data not available","NA"
"HIV diagnoses","2025","New Jersey","34","Ages 13 years and older","Black/African American","Female","All transmission categories","Data not available","Data not available","NA"
"HIV diagnoses","2025","New Mexico","35","Ages 13 years and older","Black/African American","Female","All transmission categories","Data not available","Data not available","NA"
"HIV diagnoses","2025","New York","36","Ages 13 years and older","Black/African American","Female","All transmission categories","Data not available","Data not available","NA"
"HIV diagnoses","2025","North Carolina","37","Ages 13 years and older","Black/African American","Female","All transmission categories","Data not available","Data not available","NA"
"HIV diagnoses","2025","North Dakota","38","Ages 13 years and older","Black/African American","Female","All transmission categories","Data not available","Data not available","NA"
"HIV diagnoses","2025","Northern Mariana Islands","69","Ages 13 years and older","Black/African American","Female","All transmission categories","Data not available","Data not available","NA"
"HIV diagnoses","2025","Ohio","39","Ages 13 years and older","Black/African American","Female","All transmission categories","Data not available","Data not available","NA"
"HIV diagnoses","2025","Oklahoma","40","Ages 13 years and older","Black/African American","Female","All transmission categories","Data not available","Data not available","NA"
"HIV diagnoses","2025","Oregon","41","Ages 13 years and older","Black/African American","Female","All transmission categories","Data not available","Data not available","NA"
"HIV diagnoses","2025","Palau","70","Ages 13 years and older","Black/African American","Female","All transmission categories","Data not available","Data not available","NA"
"HIV diagnoses","2025","Pennsylvania","42","Ages 13 years and older","Black/African American","Female","All transmission categories","Data not available","Data not available","NA"
"HIV diagnoses","2025","Puerto Rico","72","Ages 13 years and older","Black/African American","Female","All transmission categories","Data not available","Data not available","NA"
"HIV diagnoses","2025","Rhode Island","44","Ages 13 years and older","Black/African American","Female","All transmission categories","Data not available","Data not available","NA"
"HIV diagnoses","2025","South Carolina","45","Ages 13 years and older","Black/African American","Female","All transmission categories","Data not available","Data not available","NA"
"HIV diagnoses","2025","South Dakota","46","Ages 13 years and older","Black/African American","Female","All transmission categories","Data not available","Data not available","NA"
"HIV diagnoses","2025","Tennessee","47","Ages 13 years and older","Black/African American","Female","All transmission categories","Data not available","Data not available","NA"
"HIV diagnoses","2025","Texas","48","Ages 13 years and older","Black/African American","Female","All transmission categories","Data not available","Data not available","NA"
"HIV diagnoses","2025","U.S. Virgin Islands","78","Ages 13 years and older","Black/African American","Female","All transmission categories","Data not available","Data not available","NA"
"HIV diagnoses","2025","Utah","49","Ages 13 years and older","Black/African American","Female","All transmission categories","Data not available","Data not available","NA"
"HIV diagnoses","2025","Vermont","50","Ages 13 years and older","Black/African American","Female","All transmission categories","Data not available","Data not available","NA"
"HIV diagnoses","2025","Virginia","51","Ages 13 years and older","Black/African American","Female","All transmission categories","Data not available","Data not available","NA"
"HIV diagnoses","2025","Washington","53","Ages 13 years and older","Black/African American","Female","All transmission categories","Data not available","Data not available","NA"
"HIV diagnoses","2025","West Virginia","54","Ages 13 years and older","Black/African American","Female","All transmission categories","Data not available","Data not available","NA"
"HIV diagnoses","2025","Wisconsin","55","Ages 13 years and older","Black/African American","Female","All transmission categories","Data not available","Data not available","NA"
"HIV diagnoses","2025","Wyoming","56","Ages 13 years and older","Black/African American","Female","All transmission categories","Data not available","Data not available","NA"
"HIV diagnoses","2024","Alabama","01","Ages 13 years and older","Black/African American","Female","All transmission categories","101","Data not available","NA"
"HIV diagnoses","2024","Alaska","02","Ages 13 years and older","Black/African American","Female","All transmission categories","2","Data not available","NA"
"HIV diagnoses","2024","American Samoa","60","Ages 13 years and older","Black/African American","Female","All transmission categories","Data not available","Data not available","NA"
"HIV diagnoses","2024","Arizona","04","Ages 13 years and older","Black/African American","Female","All transmission categories","50","Data not available","NA"
"HIV diagnoses","2024","Arkansas","05","Ages 13 years and older","Black/African American","Female","All transmission categories","28","Data not available","NA"
"HIV diagnoses","2024","California","06","Ages 13 years and older","Black/African American","Female","All transmission categories","140","Data not available","NA"
"HIV diagnoses","2024","Colorado","08","Ages 13 years and older","Black/African American","Female","All transmission categories","23","Data not available","NA"
"HIV diagnoses","2024","Connecticut","09","Ages 13 years and older","Black/African American","Female","All transmission categories","31","Data not available","NA"
"HIV diagnoses","2024","Delaware","10","Ages 13 years and older","Black/African American","Female","All transmission categories","25","Data not available","NA"
