Indicator,Year,Geography,FIPS,Age Group,Race/Ethnicity,Sex,Transmission Category,Cases,Rate per 100000,Population
"HIV deaths","2023","Alabama^","01","Ages 13 years and older","Black/African American","Female","All transmission categories","53","8.7","605,776"
"HIV deaths","2023","Alaska","02","Ages 13 years and older","Black/African American","Female","All transmission categories","1","12.2","8,198"
"HIV deaths","2023","American Samoa","60","Ages 13 years and older","Black/African American","Female","All transmission categories","Data not available","Data not available","NA"
"HIV deaths","2023","Arizona","04","Ages 13 years and older","Black/African American","Female","All transmission categories","10","6.9","145,144"
"HIV deaths","2023","Arkansas","05","Ages 13 years and older","Black/African American","Female","All transmission categories","12","5.9","202,138"
"HIV deaths","2023","California","06","Ages 13 years and older","Black/African American","Female","All transmission categories","88","9.3","942,446"
"HIV deaths","2023","Colorado","08","Ages 13 years and older","Black/African American","Female","All transmission categories","8","8.6","93,153"
"HIV deaths","2023","Connecticut","09","Ages 13 years and older","Black/African American","Female","All transmission categories","15","8.6","175,257"
"HIV deaths","2023","Delaware","10","Ages 13 years and older","Black/African American","Female","All transmission categories","16","15.2","105,144"
"HIV deaths","2023","District of Columbia","11","Ages 13 years and older","Black/African American","Female","All transmission categories","59","43.6","135,448"
"HIV deaths","2023","Florida","12","Ages 13 years and older","Black/African American","Female","All transmission categories","355","23.6","1,506,118"
"HIV deaths","2023","Georgia","13","Ages 13 years and older","Black/African American","Female","All transmission categories","177","11.1","1,594,716"
"HIV deaths","2023","Guam","66","Ages 13 years and older","Black/African American","Female","All transmission categories","Data not available","Data not available","NA"
"HIV deaths","2023","Hawaii","15","Ages 13 years and older","Black/African American","Female","All transmission categories","0","0.0","8,886"
"HIV deaths","2023","Idaho","16","Ages 13 years and older","Black/African American","Female","All transmission categories","1","18.8","5,333"
"HIV deaths","2023","Illinois","17","Ages 13 years and older","Black/African American","Female","All transmission categories","67","8.5","788,413"
"HIV deaths","2023","Indiana","18","Ages 13 years and older","Black/African American","Female","All transmission categories","17","5.9","286,576"
"HIV deaths","2023","Iowa","19","Ages 13 years and older","Black/African American","Female","All transmission categories","4","8.4","47,605"
"HIV deaths","2023","Kansas","20","Ages 13 years and older","Black/African American","Female","All transmission categories","2","3.1","65,418"
"HIV deaths","2023","Kentucky","21","Ages 13 years and older","Black/African American","Female","All transmission categories","12","7.6","157,497"
"HIV deaths","2023","Louisiana","22","Ages 13 years and older","Black/African American","Female","All transmission categories","87","13.6","638,448"
"HIV deaths","2023","Maine","23","Ages 13 years and older","Black/African American","Female","All transmission categories","0","0.0","9,262"
"HIV deaths","2023","Maryland","24","Ages 13 years and older","Black/African American","Female","All transmission categories","145","17.0","854,531"
"HIV deaths","2023","Massachusetts","25","Ages 13 years and older","Black/African American","Female","All transmission categories","24","10.5","228,217"
"HIV deaths","2023","Michigan","26","Ages 13 years and older","Black/African American","Female","All transmission categories","57","9.5","602,067"
"HIV deaths","2023","Minnesota","27","Ages 13 years and older","Black/African American","Female","All transmission categories","13","8.1","160,334"
"HIV deaths","2023","Mississippi","28","Ages 13 years and older","Black/African American","Female","All transmission categories","42","8.6","488,903"
"HIV deaths","2023","Missouri","29","Ages 13 years and older","Black/African American","Female","All transmission categories","22","7.1","307,760"
"HIV deaths","2023","Montana","30","Ages 13 years and older","Black/African American","Female","All transmission categories","0","0.0","2,026"
"HIV deaths","2023","Nebraska","31","Ages 13 years and older","Black/African American","Female","All transmission categories","3","8.0","37,537"
"HIV deaths","2023","Nevada","32","Ages 13 years and older","Black/African American","Female","All transmission categories","8","6.1","131,081"
"HIV deaths","2023","New Hampshire","33","Ages 13 years and older","Black/African American","Female","All transmission categories","Data suppressed","Data suppressed","8,163"
"HIV deaths","2023","New Jersey","34","Ages 13 years and older","Black/African American","Female","All transmission categories","109","20.2","540,932"
"HIV deaths","2023","New Mexico","35","Ages 13 years and older","Black/African American","Female","All transmission categories","0","0.0","15,980"
"HIV deaths","2023","New York","36","Ages 13 years and older","Black/African American","Female","All transmission categories","270","21.0","1,285,825"
"HIV deaths","2023","North Carolina","37","Ages 13 years and older","Black/African American","Female","All transmission categories","135","13.1","1,031,363"
