"Date Printed: Thursday, May 4, 2023 5:21:29 PM"
Title: "HIV deaths | 2008 | 2009 | 2010 | 2011 | 2012 | 2013 | 2014 | 2015 | 2016 | 2017 | 2018 | 2019 | United States | Black/African American | Female | Ages 13 years and older | All transmission categories"
Footnote(s): Data for years 2021 and 2022 are preliminary (subject to a 12-month reporting delay). Data for the year 2020 should be interpreted with caution due to the impact of the COVID-19 pandemic on access to HIV testing, care-related services, and case surveillance activities in state/local jurisdictions. Inclusion of 2020 through 2022 data in trend assessments is discouraged. Data by transmission category presented based on sex assigned at birth and are adjusted for missing transmission category. See Technical notes for more details on data availability and stratifications.
Death data for the year 2020 are preliminary and based on death data received by CDC as of December 2021. Death data based on residence at death. See Technical Notes for death reporting by jurisdiction.
^ Jurisdiction with incomplete reporting of deaths for most recent year.
NA - Not Applicable.



Indicator,Year,Geography,FIPS,Age Group,Race/Ethnicity,Sex,Transmission Category,Cases,Rate per 100000,Population
"HIV deaths","2019","United States","NA","Ages 13 years and older","Black/African American","Female","All transmission categories","2,201","12.3","17,938,238"
"HIV deaths","2018","United States","NA","Ages 13 years and older","Black/African American","Female","All transmission categories","2,275","12.8","17,776,373"
"HIV deaths","2017","United States","NA","Ages 13 years and older","Black/African American","Female","All transmission categories","2,289","13.0","17,616,853"
"HIV deaths","2016","United States","NA","Ages 13 years and older","Black/African American","Female","All transmission categories","2,377","13.6","17,444,798"
"HIV deaths","2015","United States","NA","Ages 13 years and older","Black/African American","Female","All transmission categories","2,367","13.7","17,265,429"
"HIV deaths","2014","United States","NA","Ages 13 years and older","Black/African American","Female","All transmission categories","2,503","14.7","17,082,757"
"HIV deaths","2013","United States","NA","Ages 13 years and older","Black/African American","Female","All transmission categories","2,475","14.7","16,888,903"
"HIV deaths","2012","United States","NA","Ages 13 years and older","Black/African American","Female","All transmission categories","2,557","15.3","16,691,012"
"HIV deaths","2011","United States","NA","Ages 13 years and older","Black/African American","Female","All transmission categories","2,594","15.7","16,493,898"
"HIV deaths","2010","United States","NA","Ages 13 years and older","Black/African American","Female","All transmission categories","2,754","16.9","16,300,467"
"HIV deaths","2009","United States","NA","Ages 13 years and older","Black/African American","Female","All transmission categories","3,062","19.0","16,077,576"
"HIV deaths","2008","United States","NA","Ages 13 years and older","Black/African American","Female","All transmission categories","3,134","19.7","15,908,442"
