Indicator,Year,Geography,FIPS,Age Group,Race/Ethnicity,Sex,Transmission Category,Cases,Rate per 100000,Population
"HIV deaths","2023","Alabama^","01","65+","Black/African American","Female","All transmission categories","12","10.5","113,807"
"HIV deaths","2023","Alabama^","01","55-64","Black/African American","Female","All transmission categories","17","19.3","88,265"
"HIV deaths","2023","Alabama^","01","45-54","Black/African American","Female","All transmission categories","11","12.6","87,074"
"HIV deaths","2023","Alabama^","01","35-44","Black/African American","Female","All transmission categories","9","9.5","95,132"
"HIV deaths","2023","Alabama^","01","25-34","Black/African American","Female","All transmission categories","2","2.0","101,640"
"HIV deaths","2023","Alabama^","01","13-24","Black/African American","Female","All transmission categories","2","1.7","119,858"
"HIV deaths","2023","Alaska","02","65+","Black/African American","Female","All transmission categories","0","0.0","1,131"
"HIV deaths","2023","Alaska","02","55-64","Black/African American","Female","All transmission categories","1","97.5","1,026"
"HIV deaths","2023","Alaska","02","45-54","Black/African American","Female","All transmission categories","0","0.0","1,015"
"HIV deaths","2023","Alaska","02","35-44","Black/African American","Female","All transmission categories","0","0.0","1,440"
"HIV deaths","2023","Alaska","02","25-34","Black/African American","Female","All transmission categories","0","0.0","1,817"
"HIV deaths","2023","Alaska","02","13-24","Black/African American","Female","All transmission categories","0","0.0","1,769"
"HIV deaths","2023","American Samoa","60","65+","Black/African American","Female","All transmission categories","Data not available","Data not available","NA"
"HIV deaths","2023","American Samoa","60","55-64","Black/African American","Female","All transmission categories","Data not available","Data not available","NA"
"HIV deaths","2023","American Samoa","60","45-54","Black/African American","Female","All transmission categories","Data not available","Data not available","NA"
"HIV deaths","2023","American Samoa","60","35-44","Black/African American","Female","All transmission categories","Data not available","Data not available","NA"
"HIV deaths","2023","American Samoa","60","25-34","Black/African American","Female","All transmission categories","Data not available","Data not available","NA"
"HIV deaths","2023","American Samoa","60","13-24","Black/African American","Female","All transmission categories","Data not available","Data not available","NA"
"HIV deaths","2023","Arizona","04","65+","Black/African American","Female","All transmission categories","2","9.5","20,947"
"HIV deaths","2023","Arizona","04","55-64","Black/African American","Female","All transmission categories","3","16.2","18,496"
"HIV deaths","2023","Arizona","04","45-54","Black/African American","Female","All transmission categories","3","14.3","20,949"
"HIV deaths","2023","Arizona","04","35-44","Black/African American","Female","All transmission categories","0","0.0","25,254"
"HIV deaths","2023","Arizona","04","25-34","Black/African American","Female","All transmission categories","2","6.9","29,057"
"HIV deaths","2023","Arizona","04","13-24","Black/African American","Female","All transmission categories","0","0.0","30,441"
"HIV deaths","2023","Arkansas","05","65+","Black/African American","Female","All transmission categories","3","8.4","35,687"
"HIV deaths","2023","Arkansas","05","55-64","Black/African American","Female","All transmission categories","6","21.1","28,474"
"HIV deaths","2023","Arkansas","05","45-54","Black/African American","Female","All transmission categories","3","10.6","28,181"
"HIV deaths","2023","Arkansas","05","35-44","Black/African American","Female","All transmission categories","0","0.0","32,059"
"HIV deaths","2023","Arkansas","05","25-34","Black/African American","Female","All transmission categories","0","0.0","34,985"
"HIV deaths","2023","Arkansas","05","13-24","Black/African American","Female","All transmission categories","0","0.0","42,752"
"HIV deaths","2023","California","06","65+","Black/African American","Female","All transmission categories","35","18.3","191,095"
"HIV deaths","2023","California","06","55-64","Black/African American","Female","All transmission categories","20","13.5","148,289"
"HIV deaths","2023","California","06","45-54","Black/African American","Female","All transmission categories","14","10.4","134,033"
"HIV deaths","2023","California","06","35-44","Black/African American","Female","All transmission categories","11","7.5","147,421"
"HIV deaths","2023","California","06","25-34","Black/African American","Female","All transmission categories","8","4.8","167,443"
"HIV deaths","2023","California","06","13-24","Black/African American","Female","All transmission categories","0","0.0","154,165"
"HIV deaths","2023","Colorado","08","65+","Black/African American","Female","All transmission categories","0","0.0","14,072"
"HIV deaths","2023","Colorado","08","55-64","Black/African American","Female","All transmission categories","6","50.0","12,008"
"HIV deaths","2023","Colorado","08","45-54","Black/African American","Female","All transmission categories","0","0.0","12,797"
"HIV deaths","2023","Colorado","08","35-44","Black/African American","Female","All transmission categories","2","12.0","16,646"
"HIV deaths","2023","Colorado","08","25-34","Black/African American","Female","All transmission categories","0","0.0","19,444"
"HIV deaths","2023","Colorado","08","13-24","Black/African American","Female","All transmission categories","0","0.0","18,186"
"HIV deaths","2023","Connecticut","09","65+","Black/African American","Female","All transmission categories","6","20.3","29,549"
"HIV deaths","2023","Connecticut","09","55-64","Black/African American","Female","All transmission categories","8","29.2","27,402"
"HIV deaths","2023","Connecticut","09","45-54","Black/African American","Female","All transmission categories","0","0.0","27,067"
"HIV deaths","2023","Connecticut","09","35-44","Black/African American","Female","All transmission categories","1","3.5","28,683"
"HIV deaths","2023","Connecticut","09","25-34","Black/African American","Female","All transmission categories","0","0.0","29,933"
"HIV deaths","2023","Connecticut","09","13-24","Black/African American","Female","All transmission categories","0","0.0","32,623"
"HIV deaths","2023","Delaware","10","65+","Black/African American","Female","All transmission categories","Data suppressed","Data suppressed","19,932"
"HIV deaths","2023","Delaware","10","55-64","Black/African American","Female","All transmission categories","Data suppressed","Data suppressed","16,678"
"HIV deaths","2023","Delaware","10","45-54","Black/African American","Female","All transmission categories","Data suppressed","Data suppressed","15,021"
"HIV deaths","2023","Delaware","10","35-44","Black/African American","Female","All transmission categories","Data suppressed","Data suppressed","16,410"
"HIV deaths","2023","Delaware","10","25-34","Black/African American","Female","All transmission categories","Data suppressed","Data suppressed","16,778"
"HIV deaths","2023","Delaware","10","13-24","Black/African American","Female","All transmission categories","Data suppressed","Data suppressed","20,325"
"HIV deaths","2023","District of Columbia","11","65+","Black/African American","Female","All transmission categories","15","50.9","29,485"
"HIV deaths","2023","District of Columbia","11","55-64","Black/African American","Female","All transmission categories","27","143.6","18,808"
"HIV deaths","2023","District of Columbia","11","45-54","Black/African American","Female","All transmission categories","13","78.0","16,669"
"HIV deaths","2023","District of Columbia","11","35-44","Black/African American","Female","All transmission categories","2","9.3","21,585"
"HIV deaths","2023","District of Columbia","11","25-34","Black/African American","Female","All transmission categories","2","7.6","26,280"
"HIV deaths","2023","District of Columbia","11","13-24","Black/African American","Female","All transmission categories","0","0.0","22,621"
"HIV deaths","2023","Florida","12","65+","Black/African American","Female","All transmission categories","108","40.5","266,354"
"HIV deaths","2023","Florida","12","55-64","Black/African American","Female","All transmission categories","108","51.0","211,745"
"HIV deaths","2023","Florida","12","45-54","Black/African American","Female","All transmission categories","74","33.9","218,226"
"HIV deaths","2023","Florida","12","35-44","Black/African American","Female","All transmission categories","49","19.8","247,173"
"HIV deaths","2023","Florida","12","25-34","Black/African American","Female","All transmission categories","16","6.0","266,481"
"HIV deaths","2023","Florida","12","13-24","Black/African American","Female","All transmission categories","0","0.0","296,139"
"HIV deaths","2023","Georgia","13","65+","Black/African American","Female","All transmission categories","48","18.6","257,399"
"HIV deaths","2023","Georgia","13","55-64","Black/African American","Female","All transmission categories","49","21.4","229,292"
"HIV deaths","2023","Georgia","13","45-54","Black/African American","Female","All transmission categories","45","18.4","244,826"
"HIV deaths","2023","Georgia","13","35-44","Black/African American","Female","All transmission categories","23","8.6","267,333"
"HIV deaths","2023","Georgia","13","25-34","Black/African American","Female","All transmission categories","11","3.9","285,423"
"HIV deaths","2023","Georgia","13","13-24","Black/African American","Female","All transmission categories","1","0.3","310,443"
"HIV deaths","2023","Guam","66","65+","Black/African American","Female","All transmission categories","Data not available","Data not available","NA"
"HIV deaths","2023","Guam","66","55-64","Black/African American","Female","All transmission categories","Data not available","Data not available","NA"
"HIV deaths","2023","Guam","66","45-54","Black/African American","Female","All transmission categories","Data not available","Data not available","NA"
"HIV deaths","2023","Guam","66","35-44","Black/African American","Female","All transmission categories","Data not available","Data not available","NA"
"HIV deaths","2023","Guam","66","25-34","Black/African American","Female","All transmission categories","Data not available","Data not available","NA"
"HIV deaths","2023","Guam","66","13-24","Black/African American","Female","All transmission categories","Data not available","Data not available","NA"
"HIV deaths","2023","Hawaii","15","65+","Black/African American","Female","All transmission categories","0","0.0","900"
"HIV deaths","2023","Hawaii","15","55-64","Black/African American","Female","All transmission categories","0","0.0","899"
"HIV deaths","2023","Hawaii","15","45-54","Black/African American","Female","All transmission categories","0","0.0","1,032"
"HIV deaths","2023","Hawaii","15","35-44","Black/African American","Female","All transmission categories","0","0.0","1,828"
"HIV deaths","2023","Hawaii","15","25-34","Black/African American","Female","All transmission categories","0","0.0","2,332"
"HIV deaths","2023","Hawaii","15","13-24","Black/African American","Female","All transmission categories","0","0.0","1,895"
"HIV deaths","2023","Idaho","16","65+","Black/African American","Female","All transmission categories","Data suppressed","Data suppressed","473"
"HIV deaths","2023","Idaho","16","55-64","Black/African American","Female","All transmission categories","Data suppressed","Data suppressed","430"
"HIV deaths","2023","Idaho","16","45-54","Black/African American","Female","All transmission categories","Data suppressed","Data suppressed","557"
"HIV deaths","2023","Idaho","16","35-44","Black/African American","Female","All transmission categories","Data suppressed","Data suppressed","897"
"HIV deaths","2023","Idaho","16","25-34","Black/African American","Female","All transmission categories","Data suppressed","Data suppressed","1,268"
