Indicator,Year,Geography,FIPS,Age Group,Race/Ethnicity,Sex,Transmission Category,Cases,Rate per 100000,Population
"HIV deaths","2023","United States","NA","65+","Black/African American","Female","All transmission categories","694","20.8","3,335,728"
"HIV deaths","2023","United States","NA","55-64","Black/African American","Female","All transmission categories","762","28.4","2,683,995"
"HIV deaths","2023","United States","NA","45-54","Black/African American","Female","All transmission categories","477","17.9","2,672,059"
"HIV deaths","2023","United States","NA","35-44","Black/African American","Female","All transmission categories","284","9.5","2,977,718"
"HIV deaths","2023","United States","NA","25-34","Black/African American","Female","All transmission categories","112","3.4","3,293,672"
"HIV deaths","2023","United States","NA","13-24","Black/African American","Female","All transmission categories","11","0.3","3,548,572"
"HIV deaths","2022","United States","NA","65+","Black/African American","Female","All transmission categories","758","23.6","3,214,023"
"HIV deaths","2022","United States","NA","55-64","Black/African American","Female","All transmission categories","839","31.1","2,698,358"
"HIV deaths","2022","United States","NA","45-54","Black/African American","Female","All transmission categories","555","20.8","2,669,910"
"HIV deaths","2022","United States","NA","35-44","Black/African American","Female","All transmission categories","303","10.3","2,930,794"
"HIV deaths","2022","United States","NA","25-34","Black/African American","Female","All transmission categories","138","4.2","3,295,815"
"HIV deaths","2022","United States","NA","13-24","Black/African American","Female","All transmission categories","14","0.4","3,550,338"
"HIV deaths","2021","United States","NA","65+","Black/African American","Female","All transmission categories","722","23.3","3,100,839"
"HIV deaths","2021","United States","NA","55-64","Black/African American","Female","All transmission categories","971","35.7","2,716,858"
"HIV deaths","2021","United States","NA","45-54","Black/African American","Female","All transmission categories","649","24.2","2,676,521"
"HIV deaths","2021","United States","NA","35-44","Black/African American","Female","All transmission categories","311","10.7","2,894,907"
"HIV deaths","2021","United States","NA","25-34","Black/African American","Female","All transmission categories","132","4.0","3,290,586"
"HIV deaths","2021","United States","NA","13-24","Black/African American","Female","All transmission categories","8","0.2","3,544,161"
"HIV deaths","2020 (COVID-19 Pandemic)","United States","NA","65+","Black/African American","Female","All transmission categories","690","23.0","2,998,743"
"HIV deaths","2020 (COVID-19 Pandemic)","United States","NA","55-64","Black/African American","Female","All transmission categories","837","30.8","2,717,116"
"HIV deaths","2020 (COVID-19 Pandemic)","United States","NA","45-54","Black/African American","Female","All transmission categories","604","22.3","2,706,631"
"HIV deaths","2020 (COVID-19 Pandemic)","United States","NA","35-44","Black/African American","Female","All transmission categories","324","11.3","2,857,521"
"HIV deaths","2020 (COVID-19 Pandemic)","United States","NA","25-34","Black/African American","Female","All transmission categories","150","4.6","3,290,772"
"HIV deaths","2020 (COVID-19 Pandemic)","United States","NA","13-24","Black/African American","Female","All transmission categories","19","0.5","3,536,944"
"HIV deaths","2019","United States","NA","65+","Black/African American","Female","All transmission categories","486","16.4","2,963,595"
"HIV deaths","2019","United States","NA","55-64","Black/African American","Female","All transmission categories","712","26.5","2,685,010"
"HIV deaths","2019","United States","NA","45-54","Black/African American","Female","All transmission categories","566","20.8","2,716,508"
"HIV deaths","2019","United States","NA","35-44","Black/African American","Female","All transmission categories","298","10.7","2,793,873"
"HIV deaths","2019","United States","NA","25-34","Black/African American","Female","All transmission categories","116","3.5","3,277,716"
"HIV deaths","2019","United States","NA","13-24","Black/African American","Female","All transmission categories","17","0.5","3,501,536"
"HIV deaths","2018","United States","NA","65+","Black/African American","Female","All transmission categories","411","14.5","2,842,883"
"HIV deaths","2018","United States","NA","55-64","Black/African American","Female","All transmission categories","738","27.8","2,653,290"
"HIV deaths","2018","United States","NA","45-54","Black/African American","Female","All transmission categories","649","23.6","2,754,904"
"HIV deaths","2018","United States","NA","35-44","Black/African American","Female","All transmission categories","330","11.9","2,764,235"
"HIV deaths","2018","United States","NA","25-34","Black/African American","Female","All transmission categories","122","3.8","3,222,646"
"HIV deaths","2018","United States","NA","13-24","Black/African American","Female","All transmission categories","17","0.5","3,538,415"
"HIV deaths","2017","United States","NA","65+","Black/African American","Female","All transmission categories","374","13.7","2,731,820"
"HIV deaths","2017","United States","NA","55-64","Black/African American","Female","All transmission categories","735","28.1","2,611,429"
"HIV deaths","2017","United States","NA","45-54","Black/African American","Female","All transmission categories","675","24.3","2,782,489"
"HIV deaths","2017","United States","NA","35-44","Black/African American","Female","All transmission categories","329","12.0","2,740,072"
"HIV deaths","2017","United States","NA","25-34","Black/African American","Female","All transmission categories","150","4.7","3,162,519"
"HIV deaths","2017","United States","NA","13-24","Black/African American","Female","All transmission categories","15","0.4","3,588,524"
"HIV deaths","2016","United States","NA","65+","Black/African American","Female","All transmission categories","371","14.1","2,625,858"
"HIV deaths","2016","United States","NA","55-64","Black/African American","Female","All transmission categories","721","28.2","2,560,390"
"HIV deaths","2016","United States","NA","45-54","Black/African American","Female","All transmission categories","680","24.3","2,799,175"
"HIV deaths","2016","United States","NA","35-44","Black/African American","Female","All transmission categories","389","14.3","2,723,022"
"HIV deaths","2016","United States","NA","25-34","Black/African American","Female","All transmission categories","166","5.4","3,091,757"
"HIV deaths","2016","United States","NA","13-24","Black/African American","Female","All transmission categories","27","0.7","3,644,596"
"HIV deaths","2015","United States","NA","65+","Black/African American","Female","All transmission categories","325","12.9","2,514,633"
